Ngày hạch toán,Mã KH,Mã Sản Phẩm,Doanh thu,Giá vốn hàng hóa
11/16/2024,KH-0566,P-003,4410000,2940000
11/16/2024,KH-0017,P-686,1980000,1320000
11/16/2024,KH-0033,P-573,8025000,5350000
11/16/2024,KH-0373,P-582,185400000,123600000
11/16/2024,KH-0185,P-283,475080000,316720000
11/16/2024,KH-0421,P-316,154080000,102720000
11/16/2024,KH-0152,P-152,1750665000,1167110000
11/16/2024,KH-0671,P-596,240000,160000
11/16/2024,KH-0109,P-711,12240000,8160000
11/16/2024,KH-0465,P-222,351225000,234150000
11/16/2024,KH-0150,P-300,10920000,7280000
11/16/2024,KH-0622,P-799,630000,420000
11/16/2024,KH-0604,P-426,84525000,56350000
11/16/2024,KH-0583,P-055,14070000,9380000
11/16/2024,KH-0182,P-738,35415000,23610000
11/16/2024,KH-0416,P-653,12420000,8280000
11/16/2024,KH-0198,P-392,134400000,89600000
11/16/2024,KH-0339,P-388,36900000,24600000
11/16/2024,KH-0291,P-131,14340000,9560000
11/17/2024,KH-0324,P-112,339870000,226580000
11/17/2024,KH-0529,P-070,24600000,16400000
11/17/2024,KH-0236,P-471,16605000,11070000
11/17/2024,KH-0297,P-209,19035000,12690000
11/17/2024,KH-0420,P-764,3750000,2500000
11/17/2024,KH-0516,P-212,11070000,7380000
11/17/2024,KH-0676,P-459,506700000,337800000
11/17/2024,KH-0378,P-790,3960000,2640000
11/17/2024,KH-0234,P-305,14280000,9520000
11/17/2024,KH-0462,P-126,132300000,88200000
11/17/2024,KH-0679,P-516,105450000,70300000
11/17/2024,KH-0194,P-001,107700000,71800000
11/17/2024,KH-0448,P-722,46620000,31080000
11/17/2024,KH-0537,P-228,2580000,1720000
11/17/2024,KH-0104,P-722,69930000,46620000
11/17/2024,KH-0751,P-631,22320000,14880000
11/17/2024,KH-0401,P-387,26340000,17560000
11/17/2024,KH-0547,P-516,10545000,7030000
11/17/2024,KH-0571,P-012,36600000,24400000
11/17/2024,KH-0153,P-172,77550000,51700000
11/17/2024,KH-0255,P-353,33750000,22500000
11/17/2024,KH-0630,P-621,4830000,3220000
11/17/2024,KH-0282,P-039,83565000,55710000
11/17/2024,KH-0241,P-285,7740000,5160000
11/17/2024,KH-0260,P-597,2130000,1420000
11/17/2024,KH-0015,P-532,4095000,2730000
11/17/2024,KH-0370,P-378,7695000,5130000
11/17/2024,KH-0634,P-135,4200000,2800000
11/18/2024,KH-0014,P-373,169800000,113200000
11/18/2024,KH-0786,P-797,61425000,40950000
11/18/2024,KH-0046,P-728,18000000,12000000
11/18/2024,KH-0731,P-507,2370000,1580000
11/18/2024,KH-0427,P-004,74160000,49440000
11/18/2024,KH-0523,P-013,21735000,14490000
11/18/2024,KH-0561,P-738,11805000,7870000
11/18/2024,KH-0455,P-358,67500000,45000000
11/18/2024,KH-0640,P-386,184800000,123200000
11/18/2024,KH-0311,P-486,39750000,26500000
11/18/2024,KH-0180,P-582,222480000,148320000
11/18/2024,KH-0058,P-417,250260000,166840000
11/18/2024,KH-0253,P-582,185400000,123600000
11/18/2024,KH-0120,P-191,35550000,23700000
11/18/2024,KH-0293,P-243,22020000,14680000
11/18/2024,KH-0442,P-420,153720000,102480000
11/18/2024,KH-0726,P-324,104220000,69480000
11/18/2024,KH-0764,P-632,14580000,9720000
11/18/2024,KH-0336,P-516,94905000,63270000
11/18/2024,KH-0726,P-651,5220000,3480000
11/18/2024,KH-0457,P-580,24210000,16140000
11/18/2024,KH-0693,P-437,153660000,102440000
11/18/2024,KH-0684,P-216,6375000,4250000
11/18/2024,KH-0231,P-209,19035000,12690000
11/18/2024,KH-0721,P-389,58350000,38900000
11/18/2024,KH-0499,P-188,47880000,31920000
11/18/2024,KH-0060,P-262,92820000,61880000
11/18/2024,KH-0491,P-055,6030000,4020000
11/19/2024,KH-0483,P-655,1365000,910000
11/19/2024,KH-0472,P-793,84510000,56340000
11/19/2024,KH-0052,P-002,370710000,247140000
11/19/2024,KH-0630,P-455,23850000,15900000
11/19/2024,KH-0530,P-760,10440000,6960000
11/19/2024,KH-0166,P-287,52740000,35160000
11/19/2024,KH-0006,P-131,28680000,19120000
11/19/2024,KH-0286,P-373,382050000,254700000
11/19/2024,KH-0594,P-576,7500000,5000000
11/19/2024,KH-0614,P-653,6210000,4140000
11/19/2024,KH-0477,P-008,17610000,11740000
11/19/2024,KH-0057,P-607,24030000,16020000
11/19/2024,KH-0366,P-235,255600000,170400000
11/19/2024,KH-0374,P-454,111360000,74240000
11/19/2024,KH-0715,P-471,3690000,2460000
11/19/2024,KH-0077,P-203,107250000,71500000
11/19/2024,KH-0632,P-013,12420000,8280000
11/19/2024,KH-0685,P-256,108600000,72400000
11/19/2024,KH-0769,P-301,162810000,108540000
11/19/2024,KH-0786,P-586,2025000,1350000
11/19/2024,KH-0540,P-173,32265000,21510000
11/19/2024,KH-0492,P-406,49860000,33240000
11/19/2024,KH-0495,P-514,294180000,196120000
11/19/2024,KH-0739,P-069,2610000,1740000
11/19/2024,KH-0290,P-510,540000,360000
11/19/2024,KH-0517,P-449,31050000,20700000
11/20/2024,KH-0075,P-299,7245000,4830000
11/20/2024,KH-0563,P-064,25305000,16870000
11/20/2024,KH-0535,P-345,91260000,60840000
11/20/2024,KH-0177,P-266,3150000,2100000
11/20/2024,KH-0164,P-649,3480000,2320000
11/20/2024,KH-0568,P-121,23670000,15780000
11/20/2024,KH-0141,P-634,8610000,5740000
11/20/2024,KH-0436,P-399,5550000,3700000
11/20/2024,KH-0716,P-291,9840000,6560000
11/20/2024,KH-0236,P-424,9735000,6490000
11/20/2024,KH-0193,P-762,10980000,7320000
11/20/2024,KH-0680,P-635,4650000,3100000
11/20/2024,KH-0144,P-594,4860000,3240000
11/20/2024,KH-0419,P-301,90450000,60300000
11/20/2024,KH-0722,P-238,150000,100000
11/20/2024,KH-0503,P-562,2205000,1470000
11/20/2024,KH-0318,P-301,108540000,72360000
11/21/2024,KH-0016,P-483,8580000,5720000
11/21/2024,KH-0531,P-288,27360000,18240000
11/21/2024,KH-0096,P-145,130050000,86700000
11/21/2024,KH-0454,P-374,16200000,10800000
11/21/2024,KH-0748,P-389,52515000,35010000
11/21/2024,KH-0644,P-782,76350000,50900000
11/21/2024,KH-0287,P-689,41475000,27650000
11/21/2024,KH-0324,P-261,4455000,2970000
11/21/2024,KH-0515,P-600,24360000,16240000
11/21/2024,KH-0647,P-260,3000000,2000000
11/21/2024,KH-0673,P-273,5580000,3720000
11/21/2024,KH-0530,P-322,12420000,8280000
11/21/2024,KH-0547,P-317,9990000,6660000
11/21/2024,KH-0484,P-334,8010000,5340000
11/21/2024,KH-0363,P-261,13365000,8910000
11/21/2024,KH-0250,P-670,4200000,2800000
11/21/2024,KH-0760,P-300,9555000,6370000
11/21/2024,KH-0654,P-342,366960000,244640000
11/21/2024,KH-0319,P-170,14760000,9840000
11/21/2024,KH-0670,P-636,2670000,1780000
11/21/2024,KH-0607,P-226,23490000,15660000
11/21/2024,KH-0534,P-374,81000000,54000000
11/21/2024,KH-0121,P-703,9180000,6120000
11/22/2024,KH-0113,P-062,5490000,3660000
11/22/2024,KH-0654,P-214,390000000,260000000
11/22/2024,KH-0038,P-028,30900000,20600000
11/22/2024,KH-0444,P-616,1110000,740000
11/22/2024,KH-0157,P-005,38850000,25900000
11/22/2024,KH-0530,P-471,5535000,3690000
11/22/2024,KH-0426,P-453,39540000,26360000
11/22/2024,KH-0364,P-763,8550000,5700000
11/22/2024,KH-0007,P-229,6000000,4000000
11/22/2024,KH-0582,P-591,5760000,3840000
11/22/2024,KH-0165,P-616,555000,370000
11/22/2024,KH-0135,P-029,26925000,17950000
11/22/2024,KH-0294,P-573,6420000,4280000
11/22/2024,KH-0545,P-166,29070000,19380000
11/22/2024,KH-0020,P-193,14220000,9480000
11/22/2024,KH-0651,P-174,36480000,24320000
11/22/2024,KH-0303,P-271,27405000,18270000
11/22/2024,KH-0398,P-552,56925000,37950000
11/22/2024,KH-0274,P-594,4320000,2880000
11/22/2024,KH-0359,P-213,199950000,133300000
11/23/2024,KH-0063,P-459,1140075000,760050000
11/23/2024,KH-0153,P-293,735000,490000
11/23/2024,KH-0644,P-443,5160000,3440000
11/23/2024,KH-0127,P-280,26025000,17350000
11/23/2024,KH-0267,P-687,26520000,17680000
11/23/2024,KH-0382,P-692,390000,260000
11/23/2024,KH-0359,P-171,46980000,31320000
11/23/2024,KH-0402,P-206,7800000,5200000
11/23/2024,KH-0228,P-618,80025000,53350000
11/23/2024,KH-0771,P-093,6960000,4640000
11/23/2024,KH-0776,P-132,37950000,25300000
11/23/2024,KH-0252,P-450,27315000,18210000
11/23/2024,KH-0777,P-623,198960000,132640000
11/23/2024,KH-0695,P-694,540000,360000
11/23/2024,KH-0726,P-025,36450000,24300000
11/23/2024,KH-0299,P-535,30840000,20560000
11/23/2024,KH-0643,P-793,46950000,31300000
11/23/2024,KH-0028,P-574,2700000,1800000
11/23/2024,KH-0500,P-063,80640000,53760000
11/23/2024,KH-0461,P-262,69615000,46410000
11/23/2024,KH-0097,P-056,31710000,21140000
11/24/2024,KH-0702,P-215,1230000,820000
11/24/2024,KH-0505,P-048,13845000,9230000
11/24/2024,KH-0105,P-784,1920000,1280000
11/24/2024,KH-0071,P-546,1920000,1280000
11/24/2024,KH-0601,P-420,192150000,128100000
11/24/2024,KH-0103,P-560,2940000,1960000
11/24/2024,KH-0355,P-566,29340000,19560000
11/24/2024,KH-0081,P-653,15525000,10350000
11/24/2024,KH-0458,P-473,155400000,103600000
11/24/2024,KH-0218,P-647,47775000,31850000
11/24/2024,KH-0429,P-661,2970000,1980000
11/24/2024,KH-0423,P-032,68640000,45760000
11/24/2024,KH-0675,P-225,24150000,16100000
11/24/2024,KH-0374,P-754,2610000,1740000
11/24/2024,KH-0426,P-423,26640000,17760000
11/24/2024,KH-0189,P-547,1575000,1050000
11/24/2024,KH-0777,P-687,33150000,22100000
11/24/2024,KH-0536,P-680,44280000,29520000
11/24/2024,KH-0213,P-589,10800000,7200000
11/24/2024,KH-0326,P-593,35280000,23520000
11/25/2024,KH-0317,P-077,12150000,8100000
11/25/2024,KH-0526,P-548,51705000,34470000
11/25/2024,KH-0519,P-760,13050000,8700000
11/25/2024,KH-0662,P-236,6750000,4500000
11/25/2024,KH-0473,P-093,69600000,46400000
11/25/2024,KH-0198,P-724,3375000,2250000
11/25/2024,KH-0348,P-034,155115000,103410000
11/25/2024,KH-0504,P-757,2160000,1440000
11/25/2024,KH-0425,P-478,93720000,62480000
11/25/2024,KH-0440,P-397,4020000,2680000
11/25/2024,KH-0322,P-211,92880000,61920000
11/25/2024,KH-0436,P-577,28035000,18690000
11/25/2024,KH-0069,P-722,46620000,31080000
11/25/2024,KH-0229,P-116,74940000,49960000
11/25/2024,KH-0012,P-784,3840000,2560000
11/25/2024,KH-0451,P-605,10200000,6800000
11/25/2024,KH-0774,P-110,25950000,17300000
11/25/2024,KH-0047,P-577,28035000,18690000
11/25/2024,KH-0589,P-469,13335000,8890000
11/25/2024,KH-0347,P-571,121500000,81000000
11/25/2024,KH-0325,P-589,4050000,2700000
11/25/2024,KH-0096,P-220,321750000,214500000
11/25/2024,KH-0154,P-209,44415000,29610000
11/25/2024,KH-0007,P-068,5805000,3870000
11/25/2024,KH-0464,P-731,29085000,19390000
11/25/2024,KH-0468,P-652,1080000,720000
11/25/2024,KH-0136,P-209,57105000,38070000
11/26/2024,KH-0585,P-794,13650000,9100000
11/26/2024,KH-0301,P-794,8190000,5460000
11/26/2024,KH-0032,P-648,2970000,1980000
11/26/2024,KH-0286,P-292,1590000,1060000
11/26/2024,KH-0331,P-259,1560000,1040000
11/26/2024,KH-0373,P-274,93240000,62160000
11/26/2024,KH-0295,P-229,4500000,3000000
11/26/2024,KH-0166,P-784,4800000,3200000
11/26/2024,KH-0201,P-467,251550000,167700000
11/26/2024,KH-0164,P-282,24030000,16020000
11/26/2024,KH-0416,P-364,4500000,3000000
11/26/2024,KH-0621,P-247,44460000,29640000
11/26/2024,KH-0676,P-268,145620000,97080000
11/26/2024,KH-0625,P-504,7470000,4980000
11/26/2024,KH-0085,P-104,1200000,800000
11/26/2024,KH-0398,P-764,13125000,8750000
11/26/2024,KH-0715,P-112,339870000,226580000
11/26/2024,KH-0433,P-642,4200000,2800000
11/26/2024,KH-0585,P-300,9555000,6370000
11/26/2024,KH-0370,P-129,73605000,49070000
11/26/2024,KH-0640,P-147,1572930000,1048620000
11/26/2024,KH-0252,P-747,19050000,12700000
11/26/2024,KH-0126,P-597,2130000,1420000
11/26/2024,KH-0344,P-759,900000,600000
11/26/2024,KH-0441,P-013,31050000,20700000
11/26/2024,KH-0784,P-556,14820000,9880000
11/26/2024,KH-0254,P-770,46530000,31020000
11/27/2024,KH-0546,P-778,8100000,5400000
11/27/2024,KH-0052,P-239,76905000,51270000
11/27/2024,KH-0022,P-669,29835000,19890000
11/27/2024,KH-0782,P-452,25875000,17250000
11/27/2024,KH-0574,P-059,17460000,11640000
11/27/2024,KH-0432,P-652,480000,320000
11/27/2024,KH-0322,P-491,342240000,228160000
11/27/2024,KH-0010,P-727,77520000,51680000
11/27/2024,KH-0492,P-151,1368900000,912600000
11/27/2024,KH-0475,P-479,5760000,3840000
11/27/2024,KH-0776,P-038,49410000,32940000
11/27/2024,KH-0429,P-183,1800000,1200000
11/27/2024,KH-0442,P-008,17610000,11740000
11/27/2024,KH-0641,P-373,339600000,226400000
11/27/2024,KH-0719,P-654,960000,640000
11/27/2024,KH-0012,P-342,137610000,91740000
11/27/2024,KH-0312,P-028,24720000,16480000
11/27/2024,KH-0652,P-217,13680000,9120000
11/27/2024,KH-0430,P-502,295560000,197040000
11/27/2024,KH-0514,P-687,26520000,17680000
11/27/2024,KH-0056,P-478,93720000,62480000
11/27/2024,KH-0689,P-257,412560000,275040000
11/27/2024,KH-0086,P-297,554400000,369600000
11/28/2024,KH-0609,P-444,123540000,82360000
11/28/2024,KH-0711,P-411,28500000,19000000
11/28/2024,KH-0367,P-707,21780000,14520000
11/28/2024,KH-0109,P-197,349650000,233100000
11/28/2024,KH-0193,P-477,178575000,119050000
11/28/2024,KH-0298,P-625,34560000,23040000
11/28/2024,KH-0133,P-517,273780000,182520000
11/28/2024,KH-0351,P-219,270900000,180600000
11/28/2024,KH-0667,P-238,300000,200000
11/28/2024,KH-0699,P-077,24300000,16200000
11/28/2024,KH-0464,P-720,8430000,5620000
11/28/2024,KH-0413,P-279,71160000,47440000
11/28/2024,KH-0597,P-359,2520000,1680000
11/28/2024,KH-0692,P-057,9645000,6430000
11/28/2024,KH-0737,P-506,300000,200000
11/28/2024,KH-0717,P-566,66015000,44010000
11/28/2024,KH-0704,P-338,65385000,43590000
11/28/2024,KH-0538,P-073,39180000,26120000
11/28/2024,KH-0502,P-034,103410000,68940000
11/28/2024,KH-0225,P-437,153660000,102440000
11/28/2024,KH-0463,P-328,2400000,1600000
11/28/2024,KH-0200,P-782,61080000,40720000
11/28/2024,KH-0031,P-572,97260000,64840000
11/28/2024,KH-0062,P-080,96000000,64000000
11/28/2024,KH-0206,P-458,123795000,82530000
11/28/2024,KH-0060,P-252,1200000,800000
11/28/2024,KH-0669,P-340,765000,510000
11/29/2024,KH-0397,P-393,77100000,51400000
11/29/2024,KH-0006,P-073,48975000,32650000
11/29/2024,KH-0082,P-393,57825000,38550000
11/29/2024,KH-0707,P-371,5220000,3480000
11/29/2024,KH-0069,P-177,323100000,215400000
11/29/2024,KH-0637,P-176,130815000,87210000
11/29/2024,KH-0005,P-265,266520000,177680000
11/29/2024,KH-0778,P-771,720000,480000
11/29/2024,KH-0514,P-640,200250000,133500000
11/29/2024,KH-0242,P-558,15000000,10000000
11/29/2024,KH-0407,P-420,19215000,12810000
11/29/2024,KH-0460,P-171,10440000,6960000
11/29/2024,KH-0733,P-190,1650000,1100000
11/29/2024,KH-0514,P-759,720000,480000
11/29/2024,KH-0196,P-142,54180000,36120000
11/29/2024,KH-0354,P-694,540000,360000
11/29/2024,KH-0565,P-255,63210000,42140000
11/29/2024,KH-0773,P-076,4140000,2760000
11/29/2024,KH-0503,P-129,84120000,56080000
11/29/2024,KH-0011,P-445,13680000,9120000
11/29/2024,KH-0225,P-763,1425000,950000
11/29/2024,KH-0457,P-641,5580000,3720000
11/29/2024,KH-0694,P-059,43650000,29100000
11/29/2024,KH-0599,P-250,463500000,309000000
11/29/2024,KH-0691,P-421,36375000,24250000
11/29/2024,KH-0157,P-797,54600000,36400000
11/29/2024,KH-0206,P-711,16320000,10880000
11/29/2024,KH-0299,P-608,82680000,55120000
11/29/2024,KH-0246,P-300,9555000,6370000
11/30/2024,KH-0079,P-675,195000,130000
11/30/2024,KH-0417,P-306,287100000,191400000
11/30/2024,KH-0082,P-470,102375000,68250000
11/30/2024,KH-0709,P-790,6930000,4620000
11/30/2024,KH-0001,P-773,2475000,1650000
11/30/2024,KH-0221,P-264,47385000,31590000
11/30/2024,KH-0018,P-363,373320000,248880000
11/30/2024,KH-0637,P-145,52020000,34680000
11/30/2024,KH-0464,P-207,26460000,17640000
11/30/2024,KH-0140,P-587,1800000,1200000
11/30/2024,KH-0013,P-246,18270000,12180000
11/30/2024,KH-0070,P-308,1200000,800000
11/30/2024,KH-0282,P-460,16125000,10750000
11/30/2024,KH-0144,P-499,11550000,7700000
11/30/2024,KH-0184,P-412,353400000,235600000
11/30/2024,KH-0687,P-605,10200000,6800000
11/30/2024,KH-0098,P-766,1620000,1080000
11/30/2024,KH-0105,P-116,37470000,24980000
11/30/2024,KH-0276,P-319,19050000,12700000
11/30/2024,KH-0655,P-225,16905000,11270000
12/1/2024,KH-0612,P-691,6900000,4600000
12/1/2024,KH-0425,P-366,960000,640000
12/1/2024,KH-0338,P-471,11070000,7380000
12/1/2024,KH-0591,P-161,1328220000,885480000
12/1/2024,KH-0329,P-081,3870000,2580000
12/1/2024,KH-0279,P-092,70245000,46830000
12/1/2024,KH-0476,P-103,62580000,41720000
12/1/2024,KH-0161,P-017,35640000,23760000
12/1/2024,KH-0561,P-509,6480000,4320000
12/1/2024,KH-0433,P-390,11610000,7740000
12/1/2024,KH-0546,P-700,36000000,24000000
12/1/2024,KH-0663,P-067,6210000,4140000
12/1/2024,KH-0240,P-269,1320000,880000
12/1/2024,KH-0165,P-278,7605000,5070000
12/1/2024,KH-0195,P-798,28080000,18720000
12/1/2024,KH-0541,P-501,32805000,21870000
12/1/2024,KH-0329,P-545,58275000,38850000
12/1/2024,KH-0470,P-534,58185000,38790000
12/1/2024,KH-0255,P-220,643500000,429000000
12/1/2024,KH-0709,P-707,65340000,43560000
12/1/2024,KH-0558,P-057,38580000,25720000
12/1/2024,KH-0253,P-733,3480000,2320000
12/1/2024,KH-0333,P-185,136500000,91000000
12/1/2024,KH-0761,P-670,2100000,1400000
12/1/2024,KH-0553,P-688,900000,600000
12/1/2024,KH-0106,P-333,17910000,11940000
12/1/2024,KH-0168,P-478,93720000,62480000
12/1/2024,KH-0512,P-677,1665000,1110000
12/1/2024,KH-0609,P-266,12600000,8400000
12/1/2024,KH-0211,P-411,85500000,57000000
12/1/2024,KH-0265,P-042,21375000,14250000
12/1/2024,KH-0635,P-480,5430000,3620000
12/1/2024,KH-0604,P-116,74940000,49960000
12/1/2024,KH-0544,P-761,3900000,2600000
12/1/2024,KH-0244,P-302,239250000,159500000
12/1/2024,KH-0488,P-466,47880000,31920000
12/1/2024,KH-0148,P-313,295470000,196980000
12/1/2024,KH-0638,P-070,29520000,19680000
12/2/2024,KH-0449,P-045,38325000,25550000
12/2/2024,KH-0396,P-212,8610000,5740000
12/2/2024,KH-0381,P-046,17055000,11370000
12/2/2024,KH-0586,P-048,83070000,55380000
12/2/2024,KH-0341,P-681,6600000,4400000
12/2/2024,KH-0759,P-113,673800000,449200000
12/2/2024,KH-0204,P-600,18270000,12180000
12/2/2024,KH-0775,P-470,68250000,45500000
12/2/2024,KH-0142,P-768,1425000,950000
12/2/2024,KH-0175,P-080,86400000,57600000
12/2/2024,KH-0558,P-535,69390000,46260000
12/2/2024,KH-0298,P-327,10800000,7200000
12/2/2024,KH-0005,P-335,84075000,56050000
12/2/2024,KH-0031,P-482,53010000,35340000
12/2/2024,KH-0628,P-414,66600000,44400000
12/2/2024,KH-0538,P-314,20265000,13510000
12/2/2024,KH-0313,P-607,36045000,24030000
12/2/2024,KH-0032,P-466,23940000,15960000
12/2/2024,KH-0781,P-079,52710000,35140000
12/2/2024,KH-0596,P-255,27090000,18060000
12/2/2024,KH-0589,P-180,80850000,53900000
12/2/2024,KH-0777,P-312,15150000,10100000
12/2/2024,KH-0487,P-503,38550000,25700000
12/2/2024,KH-0359,P-194,6075000,4050000
12/2/2024,KH-0339,P-664,5760000,3840000
12/2/2024,KH-0307,P-289,13500000,9000000
12/2/2024,KH-0305,P-279,284640000,189760000
12/3/2024,KH-0698,P-480,5430000,3620000
12/3/2024,KH-0262,P-272,302400000,201600000
12/3/2024,KH-0224,P-579,240000,160000
12/3/2024,KH-0598,P-192,13995000,9330000
12/3/2024,KH-0283,P-088,12150000,8100000
12/3/2024,KH-0753,P-320,167265000,111510000
12/3/2024,KH-0095,P-663,233010000,155340000
12/3/2024,KH-0049,P-488,855540000,570360000
12/3/2024,KH-0699,P-718,1170000,780000
12/3/2024,KH-0017,P-326,1875000,1250000
12/3/2024,KH-0593,P-664,10080000,6720000
12/3/2024,KH-0783,P-256,67875000,45250000
12/3/2024,KH-0219,P-151,6160050000,4106700000
12/3/2024,KH-0266,P-258,12870000,8580000
12/3/2024,KH-0290,P-395,690000,460000
12/3/2024,KH-0123,P-101,2160000,1440000
12/3/2024,KH-0431,P-366,4800000,3200000
12/3/2024,KH-0479,P-232,3300000,2200000
12/3/2024,KH-0609,P-115,209970000,139980000
12/3/2024,KH-0519,P-310,33120000,22080000
12/3/2024,KH-0266,P-001,80775000,53850000
12/3/2024,KH-0519,P-497,124650000,83100000
12/4/2024,KH-0576,P-556,37050000,24700000
12/4/2024,KH-0630,P-704,1440000,960000
12/4/2024,KH-0431,P-104,450000,300000
12/4/2024,KH-0222,P-493,15840000,10560000
12/4/2024,KH-0541,P-652,1080000,720000
12/4/2024,KH-0112,P-623,149220000,99480000
12/4/2024,KH-0526,P-328,480000,320000
12/4/2024,KH-0674,P-497,87255000,58170000
12/4/2024,KH-0583,P-293,1050000,700000
12/4/2024,KH-0685,P-767,4125000,2750000
12/4/2024,KH-0334,P-093,27840000,18560000
12/4/2024,KH-0115,P-373,424500000,283000000
12/4/2024,KH-0457,P-517,273780000,182520000
12/4/2024,KH-0071,P-665,13980000,9320000
12/4/2024,KH-0126,P-655,390000,260000
12/4/2024,KH-0311,P-519,90675000,60450000
12/4/2024,KH-0192,P-344,357075000,238050000
12/4/2024,KH-0347,P-358,67500000,45000000
12/4/2024,KH-0515,P-423,17760000,11840000
12/4/2024,KH-0563,P-268,242700000,161800000
12/4/2024,KH-0345,P-171,20880000,13920000
12/4/2024,KH-0470,P-288,22800000,15200000
12/5/2024,KH-0229,P-412,309225000,206150000
12/5/2024,KH-0155,P-310,27600000,18400000
12/5/2024,KH-0413,P-112,1189545000,793030000
12/5/2024,KH-0257,P-293,945000,630000
12/5/2024,KH-0556,P-178,284670000,189780000
12/5/2024,KH-0446,P-641,12555000,8370000
12/5/2024,KH-0371,P-790,4950000,3300000
12/5/2024,KH-0407,P-706,74400000,49600000
12/5/2024,KH-0301,P-108,118320000,78880000
12/5/2024,KH-0605,P-794,4095000,2730000
12/5/2024,KH-0352,P-478,117150000,78100000
12/5/2024,KH-0084,P-184,6540000,4360000
12/5/2024,KH-0779,P-410,53850000,35900000
12/5/2024,KH-0005,P-503,115650000,77100000
12/5/2024,KH-0710,P-335,16815000,11210000
12/5/2024,KH-0737,P-051,3960000,2640000
12/5/2024,KH-0192,P-252,1200000,800000
12/5/2024,KH-0592,P-626,1935000,1290000
12/5/2024,KH-0077,P-701,360000,240000
12/5/2024,KH-0324,P-133,5730000,3820000
12/5/2024,KH-0616,P-261,8910000,5940000
12/5/2024,KH-0586,P-230,2790000,1860000
12/5/2024,KH-0147,P-047,76230000,50820000
12/5/2024,KH-0095,P-029,32310000,21540000
12/5/2024,KH-0614,P-166,43605000,29070000
12/5/2024,KH-0036,P-499,5775000,3850000
12/5/2024,KH-0420,P-726,6570000,4380000
12/5/2024,KH-0317,P-725,56640000,37760000
12/5/2024,KH-0166,P-757,2160000,1440000
12/5/2024,KH-0090,P-492,149715000,99810000
12/6/2024,KH-0437,P-416,540000,360000
12/6/2024,KH-0069,P-318,14040000,9360000
12/6/2024,KH-0561,P-575,271500000,181000000
12/6/2024,KH-0252,P-255,45150000,30100000
12/6/2024,KH-0198,P-360,1409850000,939900000
12/6/2024,KH-0358,P-237,1365000,910000
12/6/2024,KH-0574,P-065,73170000,48780000
12/6/2024,KH-0346,P-413,429450000,286300000
12/6/2024,KH-0751,P-686,6600000,4400000
12/6/2024,KH-0568,P-691,27600000,18400000
12/6/2024,KH-0244,P-373,212250000,141500000
12/6/2024,KH-0409,P-145,26010000,17340000
12/6/2024,KH-0395,P-705,65100000,43400000
12/6/2024,KH-0348,P-600,15225000,10150000
12/6/2024,KH-0399,P-759,90000,60000
12/6/2024,KH-0703,P-126,132300000,88200000
12/6/2024,KH-0582,P-745,7770000,5180000
12/6/2024,KH-0674,P-043,143400000,95600000
12/6/2024,KH-0281,P-656,23205000,15470000
12/6/2024,KH-0509,P-649,3915000,2610000
12/6/2024,KH-0580,P-706,66960000,44640000
12/7/2024,KH-0361,P-154,355455000,236970000
12/7/2024,KH-0658,P-197,155400000,103600000
12/7/2024,KH-0667,P-201,32760000,21840000
12/7/2024,KH-0648,P-588,450000,300000
12/7/2024,KH-0508,P-600,3045000,2030000
12/7/2024,KH-0130,P-645,16875000,11250000
12/7/2024,KH-0091,P-743,1080000,720000
12/7/2024,KH-0476,P-362,29610000,19740000
12/7/2024,KH-0673,P-243,49545000,33030000
12/7/2024,KH-0375,P-107,262440000,174960000
12/7/2024,KH-0247,P-385,8550000,5700000
12/7/2024,KH-0636,P-501,43740000,29160000
12/7/2024,KH-0775,P-615,28665000,19110000
12/7/2024,KH-0051,P-596,1440000,960000
12/7/2024,KH-0363,P-561,42300000,28200000
12/7/2024,KH-0167,P-366,4320000,2880000
12/7/2024,KH-0430,P-576,3000000,2000000
12/7/2024,KH-0422,P-713,1440000,960000
12/7/2024,KH-0529,P-305,12240000,8160000
12/7/2024,KH-0724,P-252,1200000,800000
12/7/2024,KH-0330,P-473,194250000,129500000
12/7/2024,KH-0084,P-099,116400000,77600000
12/7/2024,KH-0430,P-002,82380000,54920000
12/7/2024,KH-0141,P-611,55860000,37240000
12/7/2024,KH-0575,P-738,94440000,62960000
12/7/2024,KH-0352,P-788,56565000,37710000
12/7/2024,KH-0252,P-353,7500000,5000000
12/8/2024,KH-0013,P-225,14490000,9660000
12/8/2024,KH-0331,P-058,147690000,98460000
12/8/2024,KH-0014,P-753,3600000,2400000
12/8/2024,KH-0626,P-546,720000,480000
12/8/2024,KH-0084,P-030,31500000,21000000
12/8/2024,KH-0635,P-202,7350000,4900000
12/8/2024,KH-0516,P-289,5400000,3600000
12/8/2024,KH-0377,P-397,9045000,6030000
12/8/2024,KH-0215,P-141,42600000,28400000
12/8/2024,KH-0649,P-267,7920000,5280000
12/8/2024,KH-0580,P-143,20550000,13700000
12/8/2024,KH-0589,P-259,585000,390000
12/8/2024,KH-0735,P-108,177480000,118320000
12/8/2024,KH-0031,P-604,17100000,11400000
12/8/2024,KH-0063,P-465,187800000,125200000
12/8/2024,KH-0055,P-335,84075000,56050000
12/8/2024,KH-0172,P-067,2760000,1840000
12/8/2024,KH-0691,P-730,37080000,24720000
12/8/2024,KH-0373,P-432,58050000,38700000
