Ngày hạch toán,Tháng,Đơn hàng,Mã KH,Mã Sản Phẩm,Số lượng bán,Đơn giá,Doanh thu,Giá vốn hàng hóa,Mã nhân viên bán,Chi nhánh,,Chi nhánh,
10/17/2024,10,ĐH6998036,KH-0487,P-494,10,1050000,10500000,7000000,NV213,CN HCM,,,
10/17/2024,10,ĐH8198966,KH-0431,P-605,5,2040000,10200000,6800000,NV106,CN HCM,,,
10/17/2024,10,ĐH9656141,KH-0151,P-183,7,300000,2100000,1400000,NV114,CN HCM,,,
10/17/2024,10,ĐH2718971,KH-0028,P-080,6,9600000,57600000,38400000,NV003,CN HCM,,,
10/17/2024,10,ĐH8255203,KH-0206,P-177,4,80775000,323100000,215400000,NV226,CN HCM,,,
10/17/2024,10,ĐH5471232,KH-0713,P-380,2,240000,480000,320000,NV050,CN HCM,,,
10/17/2024,10,ĐH8888421,KH-0279,P-699,9,14445000,130005000,86670000,NV032,CN HCM,,,
10/18/2024,10,ĐH2302820,KH-0139,P-654,4,120000,480000,320000,NV192,CN HCM,,,
10/18/2024,10,ĐH1256303,KH-0072,P-036,6,3570000,21420000,14280000,NV093,CN HCM,,,
10/18/2024,10,ĐH9215659,KH-0463,P-615,7,4095000,28665000,19110000,NV157,CN HCM,,,
10/18/2024,10,ĐH6826796,KH-0562,P-086,5,2445000,12225000,8150000,NV236,CN HCM,,,
10/18/2024,10,ĐH9864650,KH-0230,P-242,3,35760000,107280000,71520000,NV026,CN HCM,,,
10/18/2024,10,ĐH5946357,KH-0531,P-210,7,1695000,11865000,7910000,NV083,CN HCM,,,
10/18/2024,10,ĐH3447084,KH-0242,P-527,3,44265000,132795000,88530000,NV202,CN HCM,,,
10/18/2024,10,ĐH4936101,KH-0666,P-183,2,300000,600000,400000,NV177,CN HCM,,,
10/18/2024,10,ĐH1318691,KH-0370,P-570,5,495000,2475000,1650000,NV117,CN HCM,,,
10/18/2024,10,ĐH3146653,KH-0644,P-106,9,27030000,243270000,162180000,NV052,CN HCM,,,
10/19/2024,10,ĐH5554148,KH-0737,P-454,9,13920000,125280000,83520000,NV093,CN HCM,,,
10/19/2024,10,ĐH5228787,KH-0087,P-477,2,35715000,71430000,47620000,NV197,CN HCM,,,
10/19/2024,10,ĐH4850757,KH-0134,P-266,5,1575000,7875000,5250000,NV028,CN HCM,,,
10/19/2024,10,ĐH6205712,KH-0307,P-516,3,10545000,31635000,21090000,NV069,CN HCM,,,
10/19/2024,10,ĐH2032476,KH-0239,P-322,9,6210000,55890000,37260000,NV002,CN HCM,,,
10/19/2024,10,ĐH4536705,KH-0628,P-124,7,14115000,98805000,65870000,NV237,CN HCM,,,
10/19/2024,10,ĐH3407643,KH-0160,P-200,7,7665000,53655000,35770000,NV148,CN HCM,,,
10/20/2024,10,ĐH5587862,KH-0255,P-681,1,1650000,1650000,1100000,NV125,CN HCM,,,
10/20/2024,10,ĐH5834908,KH-0721,P-202,1,3675000,3675000,2450000,NV079,CN HCM,,,
10/20/2024,10,ĐH9069217,KH-0549,P-356,5,855000,4275000,2850000,NV065,CN HCM,,,
10/20/2024,10,ĐH6312303,KH-0425,P-628,8,255000,2040000,1360000,NV143,CN HCM,,,
10/20/2024,10,ĐH5773262,KH-0333,P-103,2,8940000,17880000,11920000,NV082,CN HCM,,,
10/20/2024,10,ĐH3369165,KH-0448,P-547,10,315000,3150000,2100000,NV161,CN HCM,,,
10/20/2024,10,ĐH7799072,KH-0025,P-413,9,42945000,386505000,257670000,NV085,CN HCM,,,
10/20/2024,10,ĐH7538256,KH-0664,P-370,7,22530000,157710000,105140000,NV232,CN HCM,,,
10/20/2024,10,ĐH5701521,KH-0198,P-756,7,26685000,186795000,124530000,NV026,CN HCM,,,
10/20/2024,10,ĐH3406555,KH-0709,P-394,8,750000,6000000,4000000,NV020,CN HCM,,,
10/20/2024,10,ĐH9732423,KH-0229,P-552,10,56925000,569250000,379500000,NV119,CN HCM,,,
10/21/2024,10,ĐH6026189,KH-0458,P-221,7,19800000,138600000,92400000,NV038,CN HCM,,,
10/21/2024,10,ĐH5866755,KH-0075,P-576,5,1500000,7500000,5000000,NV153,CN HCM,,,
10/21/2024,10,ĐH8402004,KH-0350,P-121,10,3945000,39450000,26300000,NV126,CN HCM,,,
10/21/2024,10,ĐH5709661,KH-0668,P-530,7,28980000,202860000,135240000,NV057,CN HCM,,,
10/21/2024,10,ĐH4104010,KH-0203,P-081,8,1290000,10320000,6880000,NV162,CN HCM,,,
10/21/2024,10,ĐH5318744,KH-0419,P-394,10,750000,7500000,5000000,NV108,CN HCM,,,
10/21/2024,10,ĐH2959799,KH-0543,P-069,7,1305000,9135000,6090000,NV174,CN HCM,,,
10/21/2024,10,ĐH1938148,KH-0181,P-684,7,375000,2625000,1750000,NV079,CN HCM,,,
10/21/2024,10,ĐH5020557,KH-0024,P-378,3,855000,2565000,1710000,NV009,CN HCM,,,
10/22/2024,10,ĐH6599827,KH-0521,P-326,7,375000,2625000,1750000,NV218,CN HCM,,,
10/22/2024,10,ĐH3373780,KH-0206,P-761,10,1950000,19500000,13000000,NV025,CN HCM,,,
10/22/2024,10,ĐH9557198,KH-0157,P-658,10,210000,2100000,1400000,NV153,CN HCM,,,
10/22/2024,10,ĐH3809297,KH-0218,P-227,10,3060000,30600000,20400000,NV229,CN HCM,,,
10/22/2024,10,ĐH5360126,KH-0242,P-459,3,126675000,380025000,253350000,NV121,CN HCM,,,
10/22/2024,10,ĐH4883531,KH-0590,P-017,4,3960000,15840000,10560000,NV145,CN HCM,,,
10/22/2024,10,ĐH4693656,KH-0574,P-794,10,1365000,13650000,9100000,NV166,CN HCM,,,
10/23/2024,10,ĐH8047226,KH-0507,P-517,2,30420000,60840000,40560000,NV130,CN HCM,,,
10/23/2024,10,ĐH4922123,KH-0545,P-446,4,13650000,54600000,36400000,NV048,CN HCM,,,
10/23/2024,10,ĐH6678617,KH-0696,P-398,2,555000,1110000,740000,NV092,CN HCM,,,
10/23/2024,10,ĐH3223759,KH-0646,P-155,1,199425000,199425000,132950000,NV027,CN HCM,,,
10/23/2024,10,ĐH6787729,KH-0645,P-669,5,3315000,16575000,11050000,NV205,CN HCM,,,
10/23/2024,10,ĐH5534040,KH-0359,P-718,5,1170000,5850000,3900000,NV073,CN HCM,,,
10/23/2024,10,ĐH6472985,KH-0576,P-645,3,5625000,16875000,11250000,NV133,CN HCM,,,
10/23/2024,10,ĐH7779985,KH-0506,P-658,2,210000,420000,280000,NV232,CN HCM,,,
10/23/2024,10,ĐH2759690,KH-0431,P-515,3,5610000,16830000,11220000,NV176,CN HCM,,,
10/23/2024,10,ĐH5495838,KH-0404,P-244,9,45390000,408510000,272340000,NV046,CN HCM,,,
10/23/2024,10,ĐH8824851,KH-0455,P-603,10,3840000,38400000,25600000,NV006,CN HCM,,,
10/23/2024,10,ĐH6380438,KH-0433,P-717,3,330000,990000,660000,NV143,CN HCM,,,
10/24/2024,10,ĐH8080465,KH-0592,P-152,9,250095000,2250855000,1500570000,NV231,CN HCM,,,
10/24/2024,10,ĐH7596401,KH-0400,P-294,2,75000,150000,100000,NV108,CN HCM,,,
10/24/2024,10,ĐH9892916,KH-0492,P-137,2,11850000,23700000,15800000,NV126,CN HCM,,,
10/24/2024,10,ĐH8821182,KH-0543,P-060,4,1185000,4740000,3160000,NV093,CN HCM,,,
10/25/2024,10,ĐH2571610,KH-0356,P-130,3,11445000,34335000,22890000,NV096,CN HCM,,,
10/25/2024,10,ĐH8841956,KH-0428,P-272,10,43200000,432000000,288000000,NV011,CN HCM,,,
10/25/2024,10,ĐH7004993,KH-0078,P-296,1,240000,240000,160000,NV113,CN HCM,,,
10/25/2024,10,ĐH1428431,KH-0700,P-052,3,240000,720000,480000,NV016,CN HCM,,,
10/25/2024,10,ĐH9922724,KH-0365,P-457,9,285000,2565000,1710000,NV183,CN HCM,,,
10/25/2024,10,ĐH5095134,KH-0708,P-410,6,5385000,32310000,21540000,NV036,CN HCM,,,
10/25/2024,10,ĐH6909509,KH-0423,P-027,10,3030000,30300000,20200000,NV195,CN HCM,,,
10/25/2024,10,ĐH7066806,KH-0640,P-704,2,480000,960000,640000,NV118,CN HCM,,,
10/25/2024,10,ĐH5798581,KH-0725,P-644,2,12600000,25200000,16800000,NV159,CN HCM,,,
10/26/2024,10,ĐH4986465,KH-0199,P-478,10,11715000,117150000,78100000,NV023,CN HCM,,,
10/26/2024,10,ĐH7634042,KH-0252,P-409,5,10365000,51825000,34550000,NV164,CN HCM,,,
10/26/2024,10,ĐH6119516,KH-0650,P-323,6,3195000,19170000,12780000,NV165,CN HCM,,,
10/26/2024,10,ĐH3685803,KH-0487,P-107,6,43740000,262440000,174960000,NV138,CN HCM,,,
10/26/2024,10,ĐH4125790,KH-0098,P-702,4,1245000,4980000,3320000,NV182,CN HCM,,,
10/26/2024,10,ĐH7726966,KH-0516,P-776,7,2685000,18795000,12530000,NV012,CN HCM,,,
10/26/2024,10,ĐH5059543,KH-0059,P-089,2,2550000,5100000,3400000,NV106,CN HCM,,,
10/26/2024,10,ĐH5468979,KH-0531,P-753,10,450000,4500000,3000000,NV041,CN HCM,,,
10/26/2024,10,ĐH1485966,KH-0261,P-590,5,7800000,39000000,26000000,NV221,CN HCM,,,
10/26/2024,10,ĐH4468375,KH-0381,P-224,7,1335000,9345000,6230000,NV245,CN HCM,,,
10/27/2024,10,ĐH5217043,KH-0578,P-372,7,60720000,425040000,283360000,NV233,CN HCM,,,
10/27/2024,10,ĐH6660272,KH-0731,P-687,8,3315000,26520000,17680000,NV173,CN HCM,,,
10/27/2024,10,ĐH6742172,KH-0647,P-264,4,5265000,21060000,14040000,NV177,CN HCM,,,
10/27/2024,10,ĐH7008737,KH-0582,P-651,5,870000,4350000,2900000,NV194,CN HCM,,,
10/27/2024,10,ĐH3856396,KH-0131,P-297,3,55440000,166320000,110880000,NV217,CN HCM,,,
10/27/2024,10,ĐH7724930,KH-0126,P-355,8,67860000,542880000,361920000,NV120,CN HCM,,,
10/27/2024,10,ĐH3730794,KH-0122,P-606,4,315000,1260000,840000,NV009,CN HCM,,,
10/27/2024,10,ĐH8532228,KH-0165,P-528,8,20550000,164400000,109600000,NV165,CN HCM,,,
10/27/2024,10,ĐH9025262,KH-0175,P-655,8,195000,1560000,1040000,NV237,CN HCM,,,
10/28/2024,10,ĐH3695367,KH-0743,P-083,8,12720000,101760000,67840000,NV082,CN HCM,,,
10/28/2024,10,ĐH4247825,KH-0442,P-078,9,3570000,32130000,21420000,NV223,CN HCM,,,
10/28/2024,10,ĐH6261293,KH-0497,P-115,6,34995000,209970000,139980000,NV011,CN HCM,,,
10/28/2024,10,ĐH3636745,KH-0142,P-444,10,61770000,617700000,411800000,NV158,CN HCM,,,
10/28/2024,10,ĐH9993991,KH-0702,P-563,6,2145000,12870000,8580000,NV193,CN HCM,,,
10/28/2024,10,ĐH5870380,KH-0543,P-481,7,8955000,62685000,41790000,NV039,CN HCM,,,
10/28/2024,10,ĐH7435188,KH-0472,P-648,7,990000,6930000,4620000,NV065,CN HCM,,,
10/28/2024,10,ĐH2876441,KH-0129,P-032,10,8580000,85800000,57200000,NV106,CN HCM,,,
10/28/2024,10,ĐH1881135,KH-0468,P-731,7,4155000,29085000,19390000,NV240,CN HCM,,,
10/28/2024,10,ĐH5736117,KH-0633,P-088,4,2430000,9720000,6480000,NV173,CN HCM,,,
10/29/2024,10,ĐH6179925,KH-0095,P-418,10,1440000,14400000,9600000,NV242,CN HCM,,,
10/29/2024,10,ĐH1816117,KH-0714,P-278,8,2535000,20280000,13520000,NV161,CN HCM,,,
10/29/2024,10,ĐH2554590,KH-0235,P-704,7,480000,3360000,2240000,NV064,CN HCM,,,
10/29/2024,10,ĐH3349866,KH-0665,P-170,10,4920000,49200000,32800000,NV091,CN HCM,,,
10/29/2024,10,ĐH9827485,KH-0261,P-305,7,2040000,14280000,9520000,NV033,CN HCM,,,
10/29/2024,10,ĐH6026627,KH-0179,P-194,10,675000,6750000,4500000,NV011,CN HCM,,,
10/30/2024,10,ĐH3901102,KH-0004,P-241,10,178800000,1788000000,1192000000,NV086,CN HCM,,,
10/30/2024,10,ĐH2390985,KH-0482,P-277,8,14595000,116760000,77840000,NV008,CN HCM,,,
10/30/2024,10,ĐH1643738,KH-0456,P-791,10,540000,5400000,3600000,NV241,CN HCM,,,
10/30/2024,10,ĐH5512075,KH-0779,P-126,5,33075000,165375000,110250000,NV093,CN HCM,,,
10/30/2024,10,ĐH8729249,KH-0242,P-721,9,315000,2835000,1890000,NV136,CN HCM,,,
10/30/2024,10,ĐH3668578,KH-0299,P-283,2,118770000,237540000,158360000,NV017,CN HCM,,,
10/30/2024,10,ĐH6740501,KH-0748,P-208,4,4095000,16380000,10920000,NV171,CN HCM,,,
10/30/2024,10,ĐH6760154,KH-0135,P-186,9,4440000,39960000,26640000,NV238,CN HCM,,,
10/30/2024,10,ĐH6733553,KH-0684,P-032,4,8580000,34320000,22880000,NV124,CN HCM,,,
10/30/2024,10,ĐH5176599,KH-0314,P-512,1,90000,90000,60000,NV215,CN HCM,,,
10/30/2024,10,ĐH5987685,KH-0225,P-686,1,660000,660000,440000,NV173,CN HCM,,,
10/30/2024,10,ĐH6770314,KH-0329,P-211,3,11610000,34830000,23220000,NV028,CN HCM,,,
10/31/2024,10,ĐH9275613,KH-0004,P-089,2,2550000,5100000,3400000,NV078,CN HCM,,,
10/31/2024,10,ĐH6078306,KH-0762,P-022,4,2865000,11460000,7640000,NV114,CN HCM,,,
10/31/2024,10,ĐH7917637,KH-0115,P-017,10,3960000,39600000,26400000,NV095,CN HCM,,,
10/31/2024,10,ĐH4276758,KH-0018,P-302,8,23925000,191400000,127600000,NV165,CN HCM,,,
10/31/2024,10,ĐH6079928,KH-0639,P-265,7,33315000,233205000,155470000,NV166,CN HCM,,,
10/31/2024,10,ĐH9793108,KH-0140,P-426,10,12075000,120750000,80500000,NV010,CN HCM,,,
10/31/2024,10,ĐH8638691,KH-0362,P-556,6,7410000,44460000,29640000,NV180,CN HCM,,,
10/31/2024,10,ĐH3735186,KH-0097,P-754,9,435000,3915000,2610000,NV039,CN HCM,,,
11/1/2024,11,ĐH5180707,KH-0190,P-659,2,299445000,598890000,399260000,NV169,CN HCM,,,
11/1/2024,11,ĐH1162333,KH-0736,P-426,2,12075000,24150000,16100000,NV153,CN HCM,,,
11/1/2024,11,ĐH3570366,KH-0313,P-729,1,9885000,9885000,6590000,NV006,CN HCM,,,
11/1/2024,11,ĐH7909411,KH-0202,P-488,3,213885000,641655000,427770000,NV110,CN HCM,,,
11/1/2024,11,ĐH7232258,KH-0701,P-011,8,15885000,127080000,84720000,NV134,CN HCM,,,
11/1/2024,11,ĐH8792497,KH-0514,P-305,5,2040000,10200000,6800000,NV133,CN HCM,,,
11/1/2024,11,ĐH3086673,KH-0650,P-576,7,1500000,10500000,7000000,NV094,CN HCM,,,
11/1/2024,11,ĐH5691642,KH-0404,P-232,10,1650000,16500000,11000000,NV200,CN HCM,,,
11/1/2024,11,ĐH4018416,KH-0285,P-504,10,2490000,24900000,16600000,NV221,CN HCM,,,
11/1/2024,11,ĐH2472189,KH-0674,P-363,7,46665000,326655000,217770000,NV088,CN HCM,,,
11/1/2024,11,ĐH9338384,KH-0554,P-203,7,21450000,150150000,100100000,NV006,CN HCM,,,
11/1/2024,11,ĐH6407199,KH-0624,P-573,2,1605000,3210000,2140000,NV105,CN HCM,,,
11/1/2024,11,ĐH7601475,KH-0155,P-014,2,7995000,15990000,10660000,NV247,CN HCM,,,
11/1/2024,11,ĐH6082854,KH-0378,P-459,10,126675000,1266750000,844500000,NV036,CN HCM,,,
11/2/2024,11,ĐH3033611,KH-0001,P-147,8,524310000,4194480000,2796320000,NV097,CN HCM,,,
11/2/2024,11,ĐH6563900,KH-0504,P-325,1,1725000,1725000,1150000,NV165,CN HCM,,,
11/2/2024,11,ĐH6312512,KH-0229,P-108,1,29580000,29580000,19720000,NV223,CN HCM,,,
11/2/2024,11,ĐH2097655,KH-0510,P-139,7,2865000,20055000,13370000,NV186,CN HCM,,,
11/2/2024,11,ĐH7305825,KH-0387,P-269,10,660000,6600000,4400000,NV233,CN HCM,,,
11/2/2024,11,ĐH3330218,KH-0199,P-762,9,3660000,32940000,21960000,NV102,CN HCM,,,
11/2/2024,11,ĐH5723161,KH-0321,P-239,1,25635000,25635000,17090000,NV110,CN HCM,,,
11/2/2024,11,ĐH8911231,KH-0520,P-685,6,5850000,35100000,23400000,NV223,CN HCM,,,
11/3/2024,11,ĐH8218478,KH-0182,P-361,10,10545000,105450000,70300000,NV081,CN HCM,,,
11/3/2024,11,ĐH5686592,KH-0416,P-038,1,5490000,5490000,3660000,NV011,CN HCM,,,
11/3/2024,11,ĐH6543658,KH-0076,P-131,8,7170000,57360000,38240000,NV069,CN HCM,,,
11/3/2024,11,ĐH9290199,KH-0243,P-078,5,3570000,17850000,11900000,NV035,CN HCM,,,
11/3/2024,11,ĐH1827849,KH-0484,P-242,1,35760000,35760000,23840000,NV010,CN HCM,,,
11/3/2024,11,ĐH4900230,KH-0104,P-333,8,5970000,47760000,31840000,NV124,CN HCM,,,
11/3/2024,11,ĐH9763056,KH-0330,P-592,10,540000,5400000,3600000,NV207,CN HCM,,,
11/3/2024,11,ĐH6354903,KH-0733,P-452,5,25875000,129375000,86250000,NV200,CN HCM,,,
11/3/2024,11,ĐH6648346,KH-0288,P-354,2,1200000,2400000,1600000,NV207,CN HCM,,,
11/3/2024,11,ĐH2301582,KH-0394,P-498,3,630000,1890000,1260000,NV212,CN HCM,,,
11/3/2024,11,ĐH3114976,KH-0112,P-038,10,5490000,54900000,36600000,NV201,CN HCM,,,
11/3/2024,11,ĐH2712855,KH-0249,P-069,2,1305000,2610000,1740000,NV072,CN HCM,,,
11/3/2024,11,ĐH9833187,KH-0338,P-138,3,47685000,143055000,95370000,NV035,CN HCM,,,
11/3/2024,11,ĐH7807244,KH-0126,P-547,10,315000,3150000,2100000,NV242,CN HCM,,,
11/4/2024,11,ĐH4712150,KH-0422,P-291,9,1230000,11070000,7380000,NV037,CN HCM,,,
11/4/2024,11,ĐH5698330,KH-0239,P-027,3,3030000,9090000,6060000,NV127,CN HCM,,,
11/4/2024,11,ĐH6777631,KH-0406,P-254,2,2820000,5640000,3760000,NV050,CN HCM,,,
11/4/2024,11,ĐH6071045,KH-0379,P-430,5,7935000,39675000,26450000,NV056,CN HCM,,,
11/4/2024,11,ĐH9580785,KH-0210,P-465,1,46950000,46950000,31300000,NV215,CN HCM,,,
11/4/2024,11,ĐH9204258,KH-0548,P-014,9,7995000,71955000,47970000,NV093,CN HCM,,,
11/4/2024,11,ĐH9448833,KH-0377,P-010,2,22215000,44430000,29620000,NV094,CN HCM,,,
11/4/2024,11,ĐH9020871,KH-0718,P-413,3,42945000,128835000,85890000,NV164,CN HCM,,,
11/4/2024,11,ĐH9073180,KH-0501,P-285,6,2580000,15480000,10320000,NV094,CN HCM,,,
11/5/2024,11,ĐH5414409,KH-0159,P-479,6,2880000,17280000,11520000,NV077,CN HCM,,,
11/5/2024,11,ĐH5494101,KH-0759,P-071,1,795000,795000,530000,NV234,CN HCM,,,
11/5/2024,11,ĐH4375130,KH-0462,P-002,2,41190000,82380000,54920000,NV066,CN HCM,,,
11/5/2024,11,ĐH2884082,KH-0261,P-340,7,255000,1785000,1190000,NV136,CN HCM,,,
11/5/2024,11,ĐH6580209,KH-0345,P-331,9,76515000,688635000,459090000,NV189,CN HCM,,,
11/5/2024,11,ĐH5382227,KH-0659,P-484,6,915000,5490000,3660000,NV141,CN HCM,,,
11/5/2024,11,ĐH8347642,KH-0470,P-253,7,885000,6195000,4130000,NV105,CN HCM,,,
11/5/2024,11,ĐH9058978,KH-0729,P-578,5,11925000,59625000,39750000,NV032,CN HCM,,,
11/5/2024,11,ĐH6610159,KH-0388,P-610,9,42180000,379620000,253080000,NV011,CN HCM,,,
11/5/2024,11,ĐH8719985,KH-0287,P-164,10,5445000,54450000,36300000,NV116,CN HCM,,,
11/5/2024,11,ĐH3353369,KH-0232,P-739,8,13485000,107880000,71920000,NV078,CN HCM,,,
11/5/2024,11,ĐH1755949,KH-0074,P-069,2,1305000,2610000,1740000,NV176,CN HCM,,,
11/6/2024,11,ĐH8839392,KH-0667,P-557,5,8880000,44400000,29600000,NV005,CN HCM,,,
11/6/2024,11,ĐH6335059,KH-0773,P-503,9,38550000,346950000,231300000,NV028,CN HCM,,,
11/6/2024,11,ĐH1911102,KH-0477,P-642,5,420000,2100000,1400000,NV037,CN HCM,,,
11/6/2024,11,ĐH7350304,KH-0523,P-061,7,510000,3570000,2380000,NV205,CN HCM,,,
11/6/2024,11,ĐH8074517,KH-0484,P-582,5,37080000,185400000,123600000,NV233,CN HCM,,,
11/6/2024,11,ĐH3801415,KH-0070,P-507,2,1185000,2370000,1580000,NV230,CN HCM,,,
11/6/2024,11,ĐH4447636,KH-0284,P-220,1,160875000,160875000,107250000,NV103,CN HCM,,,
11/6/2024,11,ĐH3361909,KH-0589,P-689,5,5925000,29625000,19750000,NV227,CN HCM,,,
11/7/2024,11,ĐH8294093,KH-0774,P-360,6,234975000,1409850000,939900000,NV157,CN HCM,,,
11/7/2024,11,ĐH6057624,KH-0557,P-063,6,11520000,69120000,46080000,NV142,CN HCM,,,
11/7/2024,11,ĐH5168543,KH-0786,P-247,1,14820000,14820000,9880000,NV235,CN HCM,,,
11/7/2024,11,ĐH6514091,KH-0131,P-268,7,24270000,169890000,113260000,NV027,CN HCM,,,
11/7/2024,11,ĐH1516233,KH-0166,P-576,2,1500000,3000000,2000000,NV052,CN HCM,,,
11/7/2024,11,ĐH9750671,KH-0541,P-478,10,11715000,117150000,78100000,NV019,CN HCM,,,
11/7/2024,11,ĐH8190873,KH-0484,P-100,1,16035000,16035000,10690000,NV236,CN HCM,,,
11/7/2024,11,ĐH1111769,KH-0346,P-147,8,524310000,4194480000,2796320000,NV037,CN HCM,,,
11/8/2024,11,ĐH9900997,KH-0736,P-253,7,885000,6195000,4130000,NV036,CN HCM,,,
11/8/2024,11,ĐH5990737,KH-0480,P-683,3,360000,1080000,720000,NV047,CN HCM,,,
11/8/2024,11,ĐH7233335,KH-0328,P-319,10,3810000,38100000,25400000,NV237,CN HCM,,,
11/8/2024,11,ĐH6372405,KH-0722,P-193,10,14220000,142200000,94800000,NV236,CN HCM,,,
11/8/2024,11,ĐH9512127,KH-0321,P-469,6,1905000,11430000,7620000,NV074,CN HCM,,,
11/8/2024,11,ĐH3294770,KH-0636,P-363,9,46665000,419985000,279990000,NV119,CN HCM,,,
11/8/2024,11,ĐH3035331,KH-0311,P-703,7,1020000,7140000,4760000,NV232,CN HCM,,,
11/9/2024,11,ĐH4777372,KH-0450,P-791,7,540000,3780000,2520000,NV010,CN HCM,,,
11/9/2024,11,ĐH3112038,KH-0675,P-245,8,54495000,435960000,290640000,NV022,CN HCM,,,
11/9/2024,11,ĐH2338314,KH-0300,P-732,3,15810000,47430000,31620000,NV028,CN HCM,,,
11/9/2024,11,ĐH5691830,KH-0049,P-641,2,1395000,2790000,1860000,NV110,CN HCM,,,
11/9/2024,11,ĐH9390913,KH-0041,P-582,5,37080000,185400000,123600000,NV123,CN HCM,,,
11/9/2024,11,ĐH6164916,KH-0011,P-258,7,2145000,15015000,10010000,NV166,CN HCM,,,
11/9/2024,11,ĐH5619761,KH-0744,P-107,1,43740000,43740000,29160000,NV011,CN HCM,,,
11/9/2024,11,ĐH8052854,KH-0437,P-343,2,4755000,9510000,6340000,NV196,CN HCM,,,
11/9/2024,11,ĐH5991171,KH-0707,P-445,9,3420000,30780000,20520000,NV147,CN HCM,,,
11/9/2024,11,ĐH7441589,KH-0564,P-059,10,4365000,43650000,29100000,NV023,CN HCM,,,
11/9/2024,11,ĐH1394580,KH-0125,P-497,6,12465000,74790000,49860000,NV075,CN HCM,,,
11/9/2024,11,ĐH3632368,KH-0652,P-389,6,5835000,35010000,23340000,NV197,CN HCM,,,
11/10/2024,11,ĐH2933727,KH-0223,P-769,7,345000,2415000,1610000,NV110,CN HCM,,,
11/10/2024,11,ĐH4787596,KH-0338,P-334,7,4005000,28035000,18690000,NV133,CN HCM,,,
11/10/2024,11,ĐH2670412,KH-0455,P-296,4,240000,960000,640000,NV190,CN HCM,,,
11/10/2024,11,ĐH2370054,KH-0583,P-720,4,4215000,16860000,11240000,NV088,CN HCM,,,
11/10/2024,11,ĐH7117196,KH-0635,P-463,4,27450000,109800000,73200000,NV185,CN HCM,,,
11/10/2024,11,ĐH3633621,KH-0566,P-610,6,42180000,253080000,168720000,NV081,CN HCM,,,
11/10/2024,11,ĐH8737809,KH-0289,P-437,1,38415000,38415000,25610000,NV201,CN HCM,,,
11/10/2024,11,ĐH5316856,KH-0647,P-177,10,80775000,807750000,538500000,NV247,CN HCM,,,
11/10/2024,11,ĐH7838707,KH-0242,P-114,2,2130000,4260000,2840000,NV050,CN HCM,,,
11/10/2024,11,ĐH9354498,KH-0709,P-574,4,270000,1080000,720000,NV006,CN HCM,,,
11/11/2024,11,ĐH8024449,KH-0535,P-786,9,21750000,195750000,130500000,NV166,CN HCM,,,
11/11/2024,11,ĐH3819150,KH-0393,P-193,1,14220000,14220000,9480000,NV248,CN HCM,,,
11/11/2024,11,ĐH9670520,KH-0205,P-370,1,22530000,22530000,15020000,NV029,CN HCM,,,
11/11/2024,11,ĐH9513402,KH-0633,P-422,5,1905000,9525000,6350000,NV166,CN HCM,,,
11/11/2024,11,ĐH3279729,KH-0367,P-598,5,675000,3375000,2250000,NV029,CN HCM,,,
11/11/2024,11,ĐH8151534,KH-0469,P-478,5,11715000,58575000,39050000,NV173,CN HCM,,,
11/11/2024,11,ĐH9081578,KH-0653,P-062,1,915000,915000,610000,NV160,CN HCM,,,
11/12/2024,11,ĐH2908962,KH-0384,P-035,10,92925000,929250000,619500000,NV193,CN HCM,,,
11/12/2024,11,ĐH4547793,KH-0674,P-715,7,29565000,206955000,137970000,NV155,CN HCM,,,
11/12/2024,11,ĐH6676346,KH-0668,P-025,1,18225000,18225000,12150000,NV237,CN HCM,,,
11/12/2024,11,ĐH5563791,KH-0506,P-086,1,2445000,2445000,1630000,NV203,CN HCM,,,
11/12/2024,11,ĐH8489233,KH-0546,P-682,1,1335000,1335000,890000,NV021,CN HCM,,,
11/12/2024,11,ĐH3293067,KH-0195,P-776,7,2685000,18795000,12530000,NV021,CN HCM,,,
11/12/2024,11,ĐH3103602,KH-0250,P-249,6,1635000,9810000,6540000,NV177,CN HCM,,,
11/12/2024,11,ĐH2942720,KH-0767,P-154,8,39495000,315960000,210640000,NV189,CN HCM,,,
11/12/2024,11,ĐH7535150,KH-0340,P-424,9,9735000,87615000,58410000,NV110,CN HCM,,,
11/12/2024,11,ĐH9224718,KH-0502,P-269,6,660000,3960000,2640000,NV235,CN HCM,,,
11/12/2024,11,ĐH4161135,KH-0773,P-213,4,19995000,79980000,53320000,NV230,CN HCM,,,
11/13/2024,11,ĐH8915905,KH-0011,P-376,2,20160000,40320000,26880000,NV121,CN HCM,,,
11/13/2024,11,ĐH3032540,KH-0598,P-792,4,375000,1500000,1000000,NV167,CN HCM,,,
11/13/2024,11,ĐH8856354,KH-0248,P-595,2,960000,1920000,1280000,NV033,CN HCM,,,
11/13/2024,11,ĐH3965666,KH-0112,P-311,3,615000,1845000,1230000,NV235,CN HCM,,,
11/13/2024,11,ĐH2083241,KH-0138,P-228,3,645000,1935000,1290000,NV017,CN HCM,,,
11/13/2024,11,ĐH1839478,KH-0320,P-046,6,17055000,102330000,68220000,NV214,CN HCM,,,
11/13/2024,11,ĐH1485904,KH-0743,P-355,8,67860000,542880000,361920000,NV046,CN HCM,,,
