Ngày hạch toán,Đơn hàng,Mã KH,Mã Sản Phẩm,Số lượng bán,Đơn giá,Doanh thu,Giá vốn hàng hóa,Mã nhân viên bán,Chi nhánh
11/28/2024,ĐH6855741,KH-0351,P-219,3,90300000,270900000,180600000,NV237,CN DN
11/28/2024,ĐH9097336,KH-0667,P-238,2,150000,300000,200000,NV201,CN HN
11/28/2024,ĐH9713945,KH-0699,P-077,10,2430000,24300000,16200000,NV154,CN DN
11/28/2024,ĐH1678861,KH-0464,P-720,2,4215000,8430000,5620000,NV155,CN HN
11/28/2024,ĐH4229063,KH-0413,P-279,2,35580000,71160000,47440000,NV210,CN DN
11/28/2024,ĐH8723168,KH-0597,P-359,4,630000,2520000,1680000,NV172,CN HN
11/28/2024,ĐH8521206,KH-0692,P-057,1,9645000,9645000,6430000,NV233,CN HN
11/28/2024,ĐH2971462,KH-0737,P-506,1,300000,300000,200000,NV213,CN DN
11/28/2024,ĐH2173251,KH-0717,P-566,9,7335000,66015000,44010000,NV037,CN HN
11/28/2024,ĐH2462609,KH-0704,P-338,3,21795000,65385000,43590000,NV178,CN HN
11/28/2024,ĐH4083920,KH-0538,P-073,4,9795000,39180000,26120000,NV231,CN HCM
11/28/2024,ĐH2093787,KH-0502,P-034,6,17235000,103410000,68940000,NV038,CN DN
11/28/2024,ĐH2931113,KH-0225,P-437,4,38415000,153660000,102440000,NV174,CN DN
11/28/2024,ĐH9540263,KH-0463,P-328,10,240000,2400000,1600000,NV116,CN HN
11/28/2024,ĐH5809839,KH-0200,P-782,8,7635000,61080000,40720000,NV206,CN HCM
11/28/2024,ĐH5233552,KH-0031,P-572,4,24315000,97260000,64840000,NV172,CN DN
11/28/2024,ĐH9278708,KH-0062,P-080,10,9600000,96000000,64000000,NV207,CN HN
11/28/2024,ĐH1959788,KH-0206,P-458,7,17685000,123795000,82530000,NV221,CN DN
11/28/2024,ĐH9361124,KH-0060,P-252,5,240000,1200000,800000,NV034,CN HN
11/28/2024,ĐH5480949,KH-0669,P-340,3,255000,765000,510000,NV098,CN HCM
11/29/2024,ĐH6285872,KH-0397,P-393,4,19275000,77100000,51400000,NV020,CN HN
11/29/2024,ĐH8945972,KH-0006,P-073,5,9795000,48975000,32650000,NV114,CN DN
11/29/2024,ĐH6767878,KH-0082,P-393,3,19275000,57825000,38550000,NV173,CN HN
11/29/2024,ĐH1920201,KH-0707,P-371,1,5220000,5220000,3480000,NV223,CN HCM
11/29/2024,ĐH9478172,KH-0069,P-177,4,80775000,323100000,215400000,NV117,CN HCM
11/29/2024,ĐH1956422,KH-0637,P-176,9,14535000,130815000,87210000,NV110,CN HN
11/29/2024,ĐH7177213,KH-0005,P-265,8,33315000,266520000,177680000,NV103,CN HCM
11/29/2024,ĐH7103523,KH-0778,P-771,6,120000,720000,480000,NV237,CN HN
11/29/2024,ĐH9857151,KH-0514,P-640,6,33375000,200250000,133500000,NV219,CN DN
11/29/2024,ĐH2260955,KH-0242,P-558,5,3000000,15000000,10000000,NV067,CN HCM
11/29/2024,ĐH8829792,KH-0407,P-420,1,19215000,19215000,12810000,NV242,CN HN
11/29/2024,ĐH5886890,KH-0460,P-171,2,5220000,10440000,6960000,NV191,CN HN
11/29/2024,ĐH4701968,KH-0733,P-190,5,330000,1650000,1100000,NV027,CN HCM
11/29/2024,ĐH9387751,KH-0514,P-759,8,90000,720000,480000,NV171,CN HN
11/29/2024,ĐH2598715,KH-0196,P-142,4,13545000,54180000,36120000,NV109,CN HCM
11/29/2024,ĐH7480206,KH-0354,P-694,1,540000,540000,360000,NV190,CN HCM
11/29/2024,ĐH8579962,KH-0565,P-255,7,9030000,63210000,42140000,NV193,CN HN
11/29/2024,ĐH2707859,KH-0773,P-076,6,690000,4140000,2760000,NV099,CN DN
11/29/2024,ĐH8946268,KH-0503,P-129,8,10515000,84120000,56080000,NV196,CN DN
11/29/2024,ĐH6933476,KH-0011,P-445,4,3420000,13680000,9120000,NV207,CN HN
11/29/2024,ĐH8372920,KH-0225,P-763,1,1425000,1425000,950000,NV001,CN HN
11/29/2024,ĐH4039367,KH-0457,P-641,4,1395000,5580000,3720000,NV170,CN HN
11/29/2024,ĐH7895124,KH-0694,P-059,10,4365000,43650000,29100000,NV188,CN DN
11/29/2024,ĐH8239179,KH-0599,P-250,10,46350000,463500000,309000000,NV196,CN HN
11/29/2024,ĐH4191455,KH-0691,P-421,5,7275000,36375000,24250000,NV027,CN DN
11/29/2024,ĐH4036651,KH-0157,P-797,8,6825000,54600000,36400000,NV184,CN HCM
11/29/2024,ĐH5606344,KH-0206,P-711,8,2040000,16320000,10880000,NV148,CN HCM
11/29/2024,ĐH8915201,KH-0299,P-608,8,10335000,82680000,55120000,NV163,CN HN
11/29/2024,ĐH6508684,KH-0246,P-300,7,1365000,9555000,6370000,NV126,CN HCM
11/30/2024,ĐH2800712,KH-0079,P-675,1,195000,195000,130000,NV152,CN HCM
11/30/2024,ĐH9494886,KH-0417,P-306,10,28710000,287100000,191400000,NV041,CN DN
11/30/2024,ĐH2689737,KH-0082,P-470,3,34125000,102375000,68250000,NV091,CN HCM
11/30/2024,ĐH8052000,KH-0709,P-790,7,990000,6930000,4620000,NV095,CN HCM
11/30/2024,ĐH5327257,KH-0001,P-773,3,825000,2475000,1650000,NV133,CN HN
11/30/2024,ĐH3176710,KH-0221,P-264,9,5265000,47385000,31590000,NV230,CN DN
11/30/2024,ĐH1850070,KH-0018,P-363,8,46665000,373320000,248880000,NV080,CN HCM
11/30/2024,ĐH3689727,KH-0637,P-145,2,26010000,52020000,34680000,NV175,CN HN
11/30/2024,ĐH2059850,KH-0464,P-207,6,4410000,26460000,17640000,NV174,CN HN
11/30/2024,ĐH7239768,KH-0140,P-587,1,1800000,1800000,1200000,NV154,CN HN
11/30/2024,ĐH7243694,KH-0013,P-246,3,6090000,18270000,12180000,NV007,CN HCM
11/30/2024,ĐH6403724,KH-0070,P-308,4,300000,1200000,800000,NV155,CN DN
11/30/2024,ĐH5601044,KH-0282,P-460,5,3225000,16125000,10750000,NV022,CN HN
11/30/2024,ĐH8789948,KH-0144,P-499,10,1155000,11550000,7700000,NV104,CN HN
11/30/2024,ĐH3697827,KH-0184,P-412,8,44175000,353400000,235600000,NV026,CN DN
11/30/2024,ĐH9999012,KH-0687,P-605,5,2040000,10200000,6800000,NV152,CN HCM
11/30/2024,ĐH8659267,KH-0098,P-766,2,810000,1620000,1080000,NV140,CN HCM
11/30/2024,ĐH6100034,KH-0105,P-116,2,18735000,37470000,24980000,NV010,CN HCM
11/30/2024,ĐH8090545,KH-0276,P-319,5,3810000,19050000,12700000,NV104,CN DN
11/30/2024,ĐH9012600,KH-0655,P-225,7,2415000,16905000,11270000,NV028,CN DN
12/1/2024,ĐH6222062,KH-0612,P-691,2,3450000,6900000,4600000,NV092,CN DN
12/1/2024,ĐH7286661,KH-0425,P-366,2,480000,960000,640000,NV139,CN HCM
12/1/2024,ĐH8192364,KH-0338,P-471,6,1845000,11070000,7380000,NV083,CN DN
12/1/2024,ĐH4389534,KH-0591,P-161,6,221370000,1328220000,885480000,NV072,CN DN
12/1/2024,ĐH1876326,KH-0329,P-081,3,1290000,3870000,2580000,NV242,CN DN
12/1/2024,ĐH8019027,KH-0279,P-092,7,10035000,70245000,46830000,NV152,CN HCM
12/1/2024,ĐH8778444,KH-0476,P-103,7,8940000,62580000,41720000,NV221,CN HN
12/1/2024,ĐH3088458,KH-0161,P-017,9,3960000,35640000,23760000,NV113,CN DN
12/1/2024,ĐH3034550,KH-0561,P-509,9,720000,6480000,4320000,NV248,CN HN
12/1/2024,ĐH2753674,KH-0433,P-390,6,1935000,11610000,7740000,NV249,CN DN
12/1/2024,ĐH7959891,KH-0546,P-700,10,3600000,36000000,24000000,NV243,CN HCM
12/1/2024,ĐH8446925,KH-0663,P-067,9,690000,6210000,4140000,NV044,CN HCM
12/1/2024,ĐH4873876,KH-0240,P-269,2,660000,1320000,880000,NV171,CN HCM
12/1/2024,ĐH3639891,KH-0165,P-278,3,2535000,7605000,5070000,NV239,CN DN
12/1/2024,ĐH2012385,KH-0195,P-798,6,4680000,28080000,18720000,NV090,CN HCM
12/1/2024,ĐH2351625,KH-0541,P-501,3,10935000,32805000,21870000,NV179,CN DN
12/1/2024,ĐH4754449,KH-0329,P-545,5,11655000,58275000,38850000,NV027,CN DN
12/1/2024,ĐH4547012,KH-0470,P-534,9,6465000,58185000,38790000,NV207,CN HN
12/1/2024,ĐH7278340,KH-0255,P-220,4,160875000,643500000,429000000,NV160,CN HN
12/1/2024,ĐH6309616,KH-0709,P-707,6,10890000,65340000,43560000,NV105,CN HCM
12/1/2024,ĐH4708011,KH-0558,P-057,4,9645000,38580000,25720000,NV157,CN DN
12/1/2024,ĐH9807332,KH-0253,P-733,8,435000,3480000,2320000,NV030,CN HN
12/1/2024,ĐH2127974,KH-0333,P-185,5,27300000,136500000,91000000,NV239,CN HN
12/1/2024,ĐH2854657,KH-0761,P-670,4,525000,2100000,1400000,NV026,CN DN
12/1/2024,ĐH7666586,KH-0553,P-688,2,450000,900000,600000,NV175,CN HN
12/1/2024,ĐH1354113,KH-0106,P-333,3,5970000,17910000,11940000,NV198,CN DN
12/1/2024,ĐH1173256,KH-0168,P-478,8,11715000,93720000,62480000,NV238,CN DN
12/1/2024,ĐH2032957,KH-0512,P-677,3,555000,1665000,1110000,NV218,CN HCM
12/1/2024,ĐH7801788,KH-0609,P-266,8,1575000,12600000,8400000,NV222,CN HN
12/1/2024,ĐH7115567,KH-0211,P-411,6,14250000,85500000,57000000,NV078,CN HN
12/1/2024,ĐH5931458,KH-0265,P-042,5,4275000,21375000,14250000,NV205,CN HN
12/1/2024,ĐH1908262,KH-0635,P-480,2,2715000,5430000,3620000,NV243,CN HCM
12/1/2024,ĐH3762569,KH-0604,P-116,4,18735000,74940000,49960000,NV135,CN DN
12/1/2024,ĐH3196387,KH-0544,P-761,2,1950000,3900000,2600000,NV092,CN HCM
12/1/2024,ĐH6864938,KH-0244,P-302,10,23925000,239250000,159500000,NV024,CN DN
12/1/2024,ĐH4990854,KH-0488,P-466,6,7980000,47880000,31920000,NV146,CN HCM
12/1/2024,ĐH3451991,KH-0148,P-313,7,42210000,295470000,196980000,NV141,CN HCM
12/1/2024,ĐH5191480,KH-0638,P-070,6,4920000,29520000,19680000,NV139,CN HN
12/2/2024,ĐH6265001,KH-0449,P-045,7,5475000,38325000,25550000,NV187,CN HN
12/2/2024,ĐH7782789,KH-0396,P-212,7,1230000,8610000,5740000,NV244,CN HCM
12/2/2024,ĐH6381795,KH-0381,P-046,1,17055000,17055000,11370000,NV164,CN HN
12/2/2024,ĐH9735356,KH-0586,P-048,6,13845000,83070000,55380000,NV227,CN HCM
12/2/2024,ĐH6620864,KH-0341,P-681,4,1650000,6600000,4400000,NV047,CN DN
12/2/2024,ĐH2813527,KH-0759,P-113,10,67380000,673800000,449200000,NV139,CN HN
12/2/2024,ĐH6207030,KH-0204,P-600,6,3045000,18270000,12180000,NV039,CN DN
12/2/2024,ĐH8981222,KH-0775,P-470,2,34125000,68250000,45500000,NV191,CN HCM
12/2/2024,ĐH2214974,KH-0142,P-768,1,1425000,1425000,950000,NV013,CN HCM
12/2/2024,ĐH9445305,KH-0175,P-080,9,9600000,86400000,57600000,NV211,CN HCM
12/2/2024,ĐH5776128,KH-0558,P-535,9,7710000,69390000,46260000,NV062,CN HN
12/2/2024,ĐH5803509,KH-0298,P-327,6,1800000,10800000,7200000,NV050,CN HN
12/2/2024,ĐH9101528,KH-0005,P-335,5,16815000,84075000,56050000,NV234,CN HN
12/2/2024,ĐH1753341,KH-0031,P-482,6,8835000,53010000,35340000,NV004,CN HCM
12/2/2024,ĐH9786265,KH-0628,P-414,5,13320000,66600000,44400000,NV186,CN HN
12/2/2024,ĐH3460245,KH-0538,P-314,7,2895000,20265000,13510000,NV143,CN HCM
12/2/2024,ĐH6051732,KH-0313,P-607,9,4005000,36045000,24030000,NV226,CN HCM
12/2/2024,ĐH5057675,KH-0032,P-466,3,7980000,23940000,15960000,NV247,CN HCM
12/2/2024,ĐH8265262,KH-0781,P-079,7,7530000,52710000,35140000,NV237,CN DN
12/2/2024,ĐH1359992,KH-0596,P-255,3,9030000,27090000,18060000,NV131,CN HN
12/2/2024,ĐH2172519,KH-0589,P-180,10,8085000,80850000,53900000,NV122,CN HCM
12/2/2024,ĐH9544756,KH-0777,P-312,5,3030000,15150000,10100000,NV125,CN HCM
12/2/2024,ĐH7367521,KH-0487,P-503,1,38550000,38550000,25700000,NV024,CN HCM
12/2/2024,ĐH9612260,KH-0359,P-194,9,675000,6075000,4050000,NV246,CN HCM
12/2/2024,ĐH5488694,KH-0339,P-664,4,1440000,5760000,3840000,NV125,CN DN
12/2/2024,ĐH3381575,KH-0307,P-289,10,1350000,13500000,9000000,NV102,CN DN
12/2/2024,ĐH8740018,KH-0305,P-279,8,35580000,284640000,189760000,NV207,CN DN
12/3/2024,ĐH8841129,KH-0698,P-480,2,2715000,5430000,3620000,NV099,CN HCM
12/3/2024,ĐH9010716,KH-0262,P-272,7,43200000,302400000,201600000,NV088,CN DN
12/3/2024,ĐH8832281,KH-0224,P-579,2,120000,240000,160000,NV141,CN HN
12/3/2024,ĐH3286107,KH-0598,P-192,1,13995000,13995000,9330000,NV123,CN HCM
12/3/2024,ĐH4776596,KH-0283,P-088,5,2430000,12150000,8100000,NV196,CN DN
12/3/2024,ĐH3175136,KH-0753,P-320,7,23895000,167265000,111510000,NV005,CN DN
12/3/2024,ĐH8708245,KH-0095,P-663,9,25890000,233010000,155340000,NV224,CN HN
12/3/2024,ĐH8213940,KH-0049,P-488,4,213885000,855540000,570360000,NV103,CN HCM
12/3/2024,ĐH6468813,KH-0699,P-718,1,1170000,1170000,780000,NV235,CN HCM
12/3/2024,ĐH7229740,KH-0017,P-326,5,375000,1875000,1250000,NV240,CN DN
12/3/2024,ĐH9953097,KH-0593,P-664,7,1440000,10080000,6720000,NV191,CN HCM
12/3/2024,ĐH3955933,KH-0783,P-256,5,13575000,67875000,45250000,NV167,CN HN
12/3/2024,ĐH3780494,KH-0219,P-151,9,684450000,6160050000,4106700000,NV168,CN HN
12/3/2024,ĐH3850912,KH-0266,P-258,6,2145000,12870000,8580000,NV142,CN DN
12/3/2024,ĐH4932366,KH-0290,P-395,2,345000,690000,460000,NV085,CN DN
12/3/2024,ĐH6566466,KH-0123,P-101,4,540000,2160000,1440000,NV166,CN DN
12/3/2024,ĐH3934968,KH-0431,P-366,10,480000,4800000,3200000,NV149,CN HN
12/3/2024,ĐH1683715,KH-0479,P-232,2,1650000,3300000,2200000,NV067,CN DN
12/3/2024,ĐH2746120,KH-0609,P-115,6,34995000,209970000,139980000,NV009,CN DN
12/3/2024,ĐH5983221,KH-0519,P-310,6,5520000,33120000,22080000,NV235,CN HCM
12/3/2024,ĐH8242378,KH-0266,P-001,3,26925000,80775000,53850000,NV234,CN HN
12/3/2024,ĐH5084546,KH-0519,P-497,10,12465000,124650000,83100000,NV096,CN HCM
12/4/2024,ĐH7268754,KH-0576,P-556,5,7410000,37050000,24700000,NV244,CN DN
12/4/2024,ĐH9658651,KH-0630,P-704,3,480000,1440000,960000,NV150,CN DN
12/4/2024,ĐH2577433,KH-0431,P-104,3,150000,450000,300000,NV147,CN HN
12/4/2024,ĐH4503299,KH-0222,P-493,4,3960000,15840000,10560000,NV232,CN DN
12/4/2024,ĐH4551291,KH-0541,P-652,9,120000,1080000,720000,NV029,CN HN
12/4/2024,ĐH4831831,KH-0112,P-623,6,24870000,149220000,99480000,NV102,CN HCM
12/4/2024,ĐH9370516,KH-0526,P-328,2,240000,480000,320000,NV111,CN DN
12/4/2024,ĐH5371959,KH-0674,P-497,7,12465000,87255000,58170000,NV204,CN HN
12/4/2024,ĐH7527872,KH-0583,P-293,10,105000,1050000,700000,NV087,CN HCM
12/4/2024,ĐH1269299,KH-0685,P-767,5,825000,4125000,2750000,NV048,CN HCM
12/4/2024,ĐH3477295,KH-0334,P-093,4,6960000,27840000,18560000,NV171,CN HN
12/4/2024,ĐH5558675,KH-0115,P-373,10,42450000,424500000,283000000,NV233,CN DN
12/4/2024,ĐH7412241,KH-0457,P-517,9,30420000,273780000,182520000,NV028,CN HN
12/4/2024,ĐH1998434,KH-0071,P-665,4,3495000,13980000,9320000,NV118,CN HCM
12/4/2024,ĐH3182647,KH-0126,P-655,2,195000,390000,260000,NV079,CN DN
12/4/2024,ĐH8552835,KH-0311,P-519,5,18135000,90675000,60450000,NV004,CN HCM
12/4/2024,ĐH3069999,KH-0192,P-344,9,39675000,357075000,238050000,NV054,CN HN
12/4/2024,ĐH5376985,KH-0347,P-358,5,13500000,67500000,45000000,NV185,CN DN
12/4/2024,ĐH7270313,KH-0515,P-423,4,4440000,17760000,11840000,NV043,CN HCM
12/4/2024,ĐH2994812,KH-0563,P-268,10,24270000,242700000,161800000,NV007,CN HN
12/4/2024,ĐH8423244,KH-0345,P-171,4,5220000,20880000,13920000,NV091,CN HN
12/4/2024,ĐH7932454,KH-0470,P-288,5,4560000,22800000,15200000,NV054,CN HCM
12/5/2024,ĐH3904412,KH-0229,P-412,7,44175000,309225000,206150000,NV011,CN DN
12/5/2024,ĐH2778886,KH-0155,P-310,5,5520000,27600000,18400000,NV039,CN HN
12/5/2024,ĐH6001048,KH-0413,P-112,7,169935000,1189545000,793030000,NV247,CN DN
12/5/2024,ĐH5943434,KH-0257,P-293,9,105000,945000,630000,NV155,CN HN
12/5/2024,ĐH1754268,KH-0556,P-178,6,47445000,284670000,189780000,NV075,CN HN
12/5/2024,ĐH7225054,KH-0446,P-641,9,1395000,12555000,8370000,NV161,CN HN
12/5/2024,ĐH8899341,KH-0371,P-790,5,990000,4950000,3300000,NV053,CN DN
12/5/2024,ĐH4149263,KH-0407,P-706,10,7440000,74400000,49600000,NV062,CN HN
12/5/2024,ĐH8062194,KH-0301,P-108,4,29580000,118320000,78880000,NV243,CN HN
12/5/2024,ĐH8514487,KH-0605,P-794,3,1365000,4095000,2730000,NV191,CN HCM
12/5/2024,ĐH4426484,KH-0352,P-478,10,11715000,117150000,78100000,NV080,CN DN
12/5/2024,ĐH7656973,KH-0084,P-184,2,3270000,6540000,4360000,NV163,CN HCM
12/5/2024,ĐH8289760,KH-0779,P-410,10,5385000,53850000,35900000,NV186,CN HN
12/5/2024,ĐH7888314,KH-0005,P-503,3,38550000,115650000,77100000,NV098,CN HCM
12/5/2024,ĐH8057531,KH-0710,P-335,1,16815000,16815000,11210000,NV017,CN DN
12/5/2024,ĐH9762081,KH-0737,P-051,8,495000,3960000,2640000,NV008,CN DN
12/5/2024,ĐH7961272,KH-0192,P-252,5,240000,1200000,800000,NV240,CN HN
12/5/2024,ĐH2800223,KH-0592,P-626,3,645000,1935000,1290000,NV169,CN HN
12/5/2024,ĐH1458746,KH-0077,P-701,2,180000,360000,240000,NV089,CN HCM
12/5/2024,ĐH1040008,KH-0324,P-133,2,2865000,5730000,3820000,NV031,CN DN
12/5/2024,ĐH9095311,KH-0616,P-261,6,1485000,8910000,5940000,NV097,CN HCM
12/5/2024,ĐH7154499,KH-0586,P-230,1,2790000,2790000,1860000,NV126,CN HCM
12/5/2024,ĐH4540327,KH-0147,P-047,6,12705000,76230000,50820000,NV012,CN HN
12/5/2024,ĐH7103349,KH-0095,P-029,6,5385000,32310000,21540000,NV134,CN HCM
12/5/2024,ĐH2738436,KH-0614,P-166,3,14535000,43605000,29070000,NV053,CN HCM
12/5/2024,ĐH2919303,KH-0036,P-499,5,1155000,5775000,3850000,NV081,CN DN
12/5/2024,ĐH3005873,KH-0420,P-726,2,3285000,6570000,4380000,NV033,CN HN
12/5/2024,ĐH9250389,KH-0317,P-725,8,7080000,56640000,37760000,NV053,CN DN
12/5/2024,ĐH9174470,KH-0166,P-757,3,720000,2160000,1440000,NV121,CN HN
12/5/2024,ĐH4923537,KH-0090,P-492,9,16635000,149715000,99810000,NV136,CN DN
12/6/2024,ĐH6976587,KH-0437,P-416,3,180000,540000,360000,NV136,CN DN
12/6/2024,ĐH5909510,KH-0069,P-318,9,1560000,14040000,9360000,NV096,CN HCM
12/6/2024,ĐH1227388,KH-0561,P-575,10,27150000,271500000,181000000,NV186,CN HCM
12/6/2024,ĐH6413373,KH-0252,P-255,5,9030000,45150000,30100000,NV136,CN DN
12/6/2024,ĐH4841184,KH-0198,P-360,6,234975000,1409850000,939900000,NV038,CN HCM
12/6/2024,ĐH6213964,KH-0358,P-237,7,195000,1365000,910000,NV017,CN HCM
12/6/2024,ĐH4452285,KH-0574,P-065,9,8130000,73170000,48780000,NV006,CN DN
12/6/2024,ĐH9124724,KH-0346,P-413,10,42945000,429450000,286300000,NV205,CN DN
12/6/2024,ĐH8782958,KH-0751,P-686,10,660000,6600000,4400000,NV136,CN HCM
12/6/2024,ĐH3948594,KH-0568,P-691,8,3450000,27600000,18400000,NV013,CN HCM
12/6/2024,ĐH6922416,KH-0244,P-373,5,42450000,212250000,141500000,NV163,CN DN
12/6/2024,ĐH7918400,KH-0409,P-145,1,26010000,26010000,17340000,NV179,CN DN
12/6/2024,ĐH6315603,KH-0395,P-705,7,9300000,65100000,43400000,NV025,CN HN
12/6/2024,ĐH2820267,KH-0348,P-600,5,3045000,15225000,10150000,NV085,CN DN
12/6/2024,ĐH6934162,KH-0399,P-759,1,90000,90000,60000,NV205,CN HN
12/6/2024,ĐH7988524,KH-0703,P-126,4,33075000,132300000,88200000,NV041,CN HN
12/6/2024,ĐH4704733,KH-0582,P-745,7,1110000,7770000,5180000,NV169,CN HCM
12/6/2024,ĐH4385560,KH-0674,P-043,8,17925000,143400000,95600000,NV192,CN HCM
12/6/2024,ĐH5350924,KH-0281,P-656,7,3315000,23205000,15470000,NV184,CN HCM
12/6/2024,ĐH5825721,KH-0509,P-649,9,435000,3915000,2610000,NV061,CN HN
12/6/2024,ĐH4879670,KH-0580,P-706,9,7440000,66960000,44640000,NV231,CN DN
12/7/2024,ĐH9446015,KH-0361,P-154,9,39495000,355455000,236970000,NV080,CN HCM
12/7/2024,ĐH3117615,KH-0658,P-197,4,38850000,155400000,103600000,NV135,CN HCM
12/7/2024,ĐH6058100,KH-0667,P-201,7,4680000,32760000,21840000,NV046,CN HCM
12/7/2024,ĐH4038994,KH-0648,P-588,2,225000,450000,300000,NV059,CN HN
12/7/2024,ĐH8535745,KH-0508,P-600,1,3045000,3045000,2030000,NV190,CN HCM
12/7/2024,ĐH7571619,KH-0130,P-645,3,5625000,16875000,11250000,NV188,CN HCM
12/7/2024,ĐH4619116,KH-0091,P-743,4,270000,1080000,720000,NV128,CN HCM
12/7/2024,ĐH7568620,KH-0476,P-362,6,4935000,29610000,19740000,NV028,CN DN
12/7/2024,ĐH6645959,KH-0673,P-243,9,5505000,49545000,33030000,NV140,CN HN
12/7/2024,ĐH8417447,KH-0375,P-107,6,43740000,262440000,174960000,NV214,CN HN
12/7/2024,ĐH2220232,KH-0247,P-385,2,4275000,8550000,5700000,NV188,CN DN
12/7/2024,ĐH9698204,KH-0636,P-501,4,10935000,43740000,29160000,NV041,CN DN
12/7/2024,ĐH4895702,KH-0775,P-615,7,4095000,28665000,19110000,NV115,CN HN
12/7/2024,ĐH8663621,KH-0051,P-596,6,240000,1440000,960000,NV077,CN DN
12/7/2024,ĐH6871699,KH-0363,P-561,5,8460000,42300000,28200000,NV022,CN HN
12/7/2024,ĐH2422074,KH-0167,P-366,9,480000,4320000,2880000,NV049,CN DN
12/7/2024,ĐH9584707,KH-0430,P-576,2,1500000,3000000,2000000,NV212,CN HN
12/7/2024,ĐH6187402,KH-0422,P-713,6,240000,1440000,960000,NV095,CN HN
12/7/2024,ĐH2518114,KH-0529,P-305,6,2040000,12240000,8160000,NV156,CN HN
12/7/2024,ĐH2953994,KH-0724,P-252,5,240000,1200000,800000,NV223,CN DN
12/7/2024,ĐH3457693,KH-0330,P-473,10,19425000,194250000,129500000,NV241,CN HN
12/7/2024,ĐH1231822,KH-0084,P-099,8,14550000,116400000,77600000,NV046,CN HCM
12/7/2024,ĐH2508923,KH-0430,P-002,2,41190000,82380000,54920000,NV143,CN HN
12/7/2024,ĐH8047834,KH-0141,P-611,7,7980000,55860000,37240000,NV151,CN DN
12/7/2024,ĐH2001282,KH-0575,P-738,8,11805000,94440000,62960000,NV216,CN HN
12/7/2024,ĐH1535098,KH-0352,P-788,9,6285000,56565000,37710000,NV090,CN DN
12/7/2024,ĐH9121361,KH-0252,P-353,2,3750000,7500000,5000000,NV031,CN HN
12/8/2024,ĐH8773738,KH-0013,P-225,6,2415000,14490000,9660000,NV140,CN HCM
12/8/2024,ĐH3374632,KH-0331,P-058,9,16410000,147690000,98460000,NV201,CN HN
12/8/2024,ĐH5102948,KH-0014,P-753,8,450000,3600000,2400000,NV201,CN DN
12/8/2024,ĐH7294927,KH-0626,P-546,3,240000,720000,480000,NV132,CN DN
12/8/2024,ĐH4337287,KH-0084,P-030,6,5250000,31500000,21000000,NV001,CN HCM
12/8/2024,ĐH3833915,KH-0635,P-202,2,3675000,7350000,4900000,NV229,CN DN
12/8/2024,ĐH5371182,KH-0516,P-289,4,1350000,5400000,3600000,NV228,CN HN
12/8/2024,ĐH2786660,KH-0377,P-397,9,1005000,9045000,6030000,NV057,CN HCM
12/8/2024,ĐH5748669,KH-0215,P-141,10,4260000,42600000,28400000,NV126,CN HCM
12/8/2024,ĐH5023226,KH-0649,P-267,3,2640000,7920000,5280000,NV173,CN HCM
12/8/2024,ĐH2674657,KH-0580,P-143,1,20550000,20550000,13700000,NV009,CN HN
12/8/2024,ĐH1015514,KH-0589,P-259,3,195000,585000,390000,NV014,CN HN
12/8/2024,ĐH3523942,KH-0735,P-108,6,29580000,177480000,118320000,NV015,CN HCM
12/8/2024,ĐH4488401,KH-0031,P-604,6,2850000,17100000,11400000,NV110,CN DN
12/8/2024,ĐH2474301,KH-0063,P-465,4,46950000,187800000,125200000,NV201,CN HN
12/8/2024,ĐH2471150,KH-0055,P-335,5,16815000,84075000,56050000,NV153,CN DN
12/8/2024,ĐH1496757,KH-0172,P-067,4,690000,2760000,1840000,NV121,CN DN
12/8/2024,ĐH3103194,KH-0691,P-730,8,4635000,37080000,24720000,NV027,CN HCM
12/8/2024,ĐH9667331,KH-0373,P-432,3,19350000,58050000,38700000,NV083,CN HCM
12/8/2024,ĐH7495291,KH-0646,P-645,8,5625000,45000000,30000000,NV087,CN HCM
12/8/2024,ĐH5821862,KH-0402,P-405,7,15915000,111405000,74270000,NV200,CN DN
12/8/2024,ĐH1477172,KH-0199,P-715,5,29565000,147825000,98550000,NV133,CN HCM
12/8/2024,ĐH5189982,KH-0183,P-105,8,13560000,108480000,72320000,NV190,CN DN
12/8/2024,ĐH2158926,KH-0420,P-073,9,9795000,88155000,58770000,NV098,CN HCM
12/8/2024,ĐH1690021,KH-0732,P-706,8,7440000,59520000,39680000,NV159,CN DN
12/8/2024,ĐH2936711,KH-0387,P-433,3,30345000,91035000,60690000,NV171,CN HN
12/8/2024,ĐH4214872,KH-0328,P-637,8,105000,840000,560000,NV223,CN HN
12/8/2024,ĐH3542774,KH-0601,P-001,10,26925000,269250000,179500000,NV103,CN HN
12/8/2024,ĐH4554677,KH-0090,P-409,4,10365000,41460000,27640000,NV072,CN DN
12/9/2024,ĐH7232811,KH-0356,P-076,1,690000,690000,460000,NV131,CN HCM
12/9/2024,ĐH2536748,KH-0097,P-589,2,1350000,2700000,1800000,NV090,CN HN
12/9/2024,ĐH2986954,KH-0661,P-741,2,23580000,47160000,31440000,NV127,CN HN
12/9/2024,ĐH2515899,KH-0547,P-356,3,855000,2565000,1710000,NV245,CN HCM
12/9/2024,ĐH4068512,KH-0544,P-181,4,16275000,65100000,43400000,NV137,CN HCM
