Ngày hạch toán,Tháng,Đơn hàng,Mã KH,Mã Sản Phẩm,Số lượng bán,Đơn giá,Doanh thu,Giá vốn hàng hóa,Mã nhân viên bán,Chi nhánh,Chi nhánh,,,
10/19/2024,"10,00",ĐH9971984,KH-0510,P-388,6,6150000,36900000,24600000,NV005,CN DN,,,,
10/19/2024,"10,00",ĐH4998074,KH-0780,P-015,9,3645000,32805000,21870000,NV143,CN DN,,,,
10/19/2024,"10,00",ĐH9761391,KH-0739,P-436,6,4620000,27720000,18480000,NV190,CN DN,,,,
10/19/2024,"10,00",ĐH1159499,KH-0219,P-365,6,11640000,69840000,46560000,NV153,CN DN,,,,
10/20/2024,"10,00",ĐH3974965,KH-0747,P-684,10,375000,3750000,2500000,NV092,CN DN,,,,
10/20/2024,"10,00",ĐH6841885,KH-0297,P-511,9,120000,1080000,720000,NV102,CN DN,,,,
10/20/2024,"10,00",ĐH2550528,KH-0099,P-118,10,1770000,17700000,11800000,NV137,CN DN,,,,
10/20/2024,"10,00",ĐH6120435,KH-0499,P-751,4,30000,120000,80000,NV165,CN DN,,,,
10/20/2024,"10,00",ĐH5466781,KH-0447,P-729,8,9885000,79080000,52720000,NV055,CN DN,,,,
10/20/2024,"10,00",ĐH4525461,KH-0076,P-301,10,18090000,180900000,120600000,NV231,CN DN,,,,
10/20/2024,"10,00",ĐH1336178,KH-0776,P-311,2,615000,1230000,820000,NV164,CN DN,,,,
10/20/2024,"10,00",ĐH8522716,KH-0379,P-488,3,213885000,641655000,427770000,NV018,CN DN,,,,
10/20/2024,"10,00",ĐH1784424,KH-0082,P-022,6,2865000,17190000,11460000,NV231,CN DN,,,,
10/20/2024,"10,00",ĐH9961051,KH-0497,P-379,4,4680000,18720000,12480000,NV085,CN DN,,,,
10/20/2024,"10,00",ĐH4574643,KH-0725,P-612,1,7410000,7410000,4940000,NV028,CN DN,,,,
10/20/2024,"10,00",ĐH5532641,KH-0387,P-476,4,855000,3420000,2280000,NV174,CN DN,,,,
10/20/2024,"10,00",ĐH1653841,KH-0731,P-291,6,1230000,7380000,4920000,NV168,CN DN,,,,
10/20/2024,"10,00",ĐH7662507,KH-0110,P-208,10,4095000,40950000,27300000,NV179,CN DN,,,,
10/21/2024,"10,00",ĐH5406235,KH-0147,P-146,7,15240000,106680000,71120000,NV152,CN DN,,,,
10/21/2024,"10,00",ĐH5804825,KH-0332,P-706,5,7440000,37200000,24800000,NV048,CN DN,,,,
10/21/2024,"10,00",ĐH3613929,KH-0333,P-720,8,4215000,33720000,22480000,NV248,CN DN,,,,
10/21/2024,"10,00",ĐH6822435,KH-0013,P-751,3,30000,90000,60000,NV049,CN DN,,,,
10/21/2024,"10,00",ĐH7233287,KH-0350,P-015,9,3645000,32805000,21870000,NV192,CN DN,,,,
10/21/2024,"10,00",ĐH2754785,KH-0631,P-647,9,9555000,85995000,57330000,NV066,CN DN,,,,
10/21/2024,"10,00",ĐH6644956,KH-0361,P-492,10,16635000,166350000,110900000,NV166,CN DN,,,,
10/21/2024,"10,00",ĐH3716481,KH-0668,P-464,9,945000,8505000,5670000,NV012,CN DN,,,,
10/21/2024,"10,00",ĐH3294448,KH-0401,P-491,1,171120000,171120000,114080000,NV140,CN DN,,,,
10/21/2024,"10,00",ĐH8216864,KH-0679,P-680,1,4920000,4920000,3280000,NV006,CN DN,,,,
10/21/2024,"10,00",ĐH5031300,KH-0179,P-326,3,375000,1125000,750000,NV028,CN DN,,,,
10/21/2024,"10,00",ĐH2555121,KH-0195,P-085,6,5835000,35010000,23340000,NV158,CN DN,,,,
10/21/2024,"10,00",ĐH8499369,KH-0442,P-182,10,4305000,43050000,28700000,NV137,CN DN,,,,
10/22/2024,"10,00",ĐH7631734,KH-0235,P-311,5,615000,3075000,2050000,NV006,CN DN,,,,
10/22/2024,"10,00",ĐH2789897,KH-0655,P-289,6,1350000,8100000,5400000,NV063,CN DN,,,,
10/22/2024,"10,00",ĐH2499820,KH-0474,P-099,3,14550000,43650000,29100000,NV114,CN DN,,,,
10/22/2024,"10,00",ĐH4763053,KH-0231,P-267,8,2640000,21120000,14080000,NV189,CN DN,,,,
10/22/2024,"10,00",ĐH9197119,KH-0398,P-046,4,17055000,68220000,45480000,NV019,CN DN,,,,
10/22/2024,"10,00",ĐH6955516,KH-0624,P-409,4,10365000,41460000,27640000,NV068,CN DN,,,,
10/22/2024,"10,00",ĐH1710973,KH-0599,P-197,7,38850000,271950000,181300000,NV108,CN DN,,,,
10/22/2024,"10,00",ĐH7853802,KH-0639,P-453,7,9885000,69195000,46130000,NV234,CN DN,,,,
10/22/2024,"10,00",ĐH4264298,KH-0198,P-474,10,3705000,37050000,24700000,NV165,CN DN,,,,
10/22/2024,"10,00",ĐH8023212,KH-0495,P-788,2,6285000,12570000,8380000,NV144,CN DN,,,,
10/23/2024,"10,00",ĐH9739890,KH-0175,P-178,7,47445000,332115000,221410000,NV049,CN DN,,,,
10/23/2024,"10,00",ĐH4358481,KH-0184,P-684,8,375000,3000000,2000000,NV164,CN DN,,,,
10/23/2024,"10,00",ĐH7080902,KH-0289,P-069,9,1305000,11745000,7830000,NV245,CN DN,,,,
10/23/2024,"10,00",ĐH1089794,KH-0397,P-756,9,26685000,240165000,160110000,NV117,CN DN,,,,
10/23/2024,"10,00",ĐH3168628,KH-0156,P-769,8,345000,2760000,1840000,NV081,CN DN,,,,
10/23/2024,"10,00",ĐH1838806,KH-0360,P-571,8,20250000,162000000,108000000,NV113,CN DN,,,,
10/23/2024,"10,00",ĐH8099957,KH-0229,P-764,2,1875000,3750000,2500000,NV106,CN DN,,,,
10/23/2024,"10,00",ĐH5413524,KH-0727,P-501,1,10935000,10935000,7290000,NV170,CN DN,,,,
10/23/2024,"10,00",ĐH2210299,KH-0694,P-297,5,55440000,277200000,184800000,NV208,CN DN,,,,
10/23/2024,"10,00",ĐH4710758,KH-0506,P-125,6,6660000,39960000,26640000,NV005,CN DN,,,,
10/24/2024,"10,00",ĐH9643130,KH-0436,P-432,4,19350000,77400000,51600000,NV236,CN DN,,,,
10/24/2024,"10,00",ĐH8564243,KH-0074,P-357,10,7935000,79350000,52900000,NV157,CN DN,,,,
10/24/2024,"10,00",ĐH5095406,KH-0721,P-640,8,33375000,267000000,178000000,NV046,CN DN,,,,
10/24/2024,"10,00",ĐH4378539,KH-0495,P-614,4,14940000,59760000,39840000,NV196,CN DN,,,,
10/25/2024,"10,00",ĐH8853715,KH-0215,P-631,3,5580000,16740000,11160000,NV177,CN DN,,,,
10/25/2024,"10,00",ĐH3378300,KH-0347,P-299,1,1035000,1035000,690000,NV057,CN DN,,,,
10/25/2024,"10,00",ĐH3424735,KH-0009,P-024,5,8310000,41550000,27700000,NV214,CN DN,,,,
10/25/2024,"10,00",ĐH2493689,KH-0158,P-324,9,11580000,104220000,69480000,NV105,CN DN,,,,
10/25/2024,"10,00",ĐH5045415,KH-0375,P-553,8,15600000,124800000,83200000,NV225,CN DN,,,,
10/25/2024,"10,00",ĐH5727254,KH-0084,P-154,2,39495000,78990000,52660000,NV119,CN DN,,,,
10/25/2024,"10,00",ĐH2770080,KH-0246,P-709,5,885000,4425000,2950000,NV179,CN DN,,,,
10/26/2024,"10,00",ĐH8648808,KH-0237,P-594,8,540000,4320000,2880000,NV244,CN DN,,,,
10/26/2024,"10,00",ĐH9410826,KH-0518,P-303,6,77040000,462240000,308160000,NV197,CN DN,,,,
10/26/2024,"10,00",ĐH2524367,KH-0573,P-658,9,210000,1890000,1260000,NV195,CN DN,,,,
10/26/2024,"10,00",ĐH8629313,KH-0271,P-332,5,1380000,6900000,4600000,NV245,CN DN,,,,
10/26/2024,"10,00",ĐH7141336,KH-0510,P-713,8,240000,1920000,1280000,NV123,CN DN,,,,
10/26/2024,"10,00",ĐH9220307,KH-0209,P-020,10,2085000,20850000,13900000,NV064,CN DN,,,,
10/26/2024,"10,00",ĐH1476804,KH-0145,P-451,9,21960000,197640000,131760000,NV071,CN DN,,,,
10/26/2024,"10,00",ĐH7844231,KH-0180,P-589,3,1350000,4050000,2700000,NV239,CN DN,,,,
10/26/2024,"10,00",ĐH8771265,KH-0361,P-773,3,825000,2475000,1650000,NV211,CN DN,,,,
10/26/2024,"10,00",ĐH8109409,KH-0656,P-482,3,8835000,26505000,17670000,NV170,CN DN,,,,
10/26/2024,"10,00",ĐH6333125,KH-0131,P-093,4,6960000,27840000,18560000,NV195,CN DN,,,,
10/26/2024,"10,00",ĐH6868386,KH-0409,P-258,10,2145000,21450000,14300000,NV175,CN DN,,,,
10/26/2024,"10,00",ĐH2788266,KH-0147,P-341,1,24990000,24990000,16660000,NV047,CN DN,,,,
10/27/2024,"10,00",ĐH8194858,KH-0247,P-141,3,4260000,12780000,8520000,NV031,CN DN,,,,
10/27/2024,"10,00",ĐH8311047,KH-0214,P-308,7,300000,2100000,1400000,NV157,CN DN,,,,
10/27/2024,"10,00",ĐH3841950,KH-0628,P-596,5,240000,1200000,800000,NV145,CN DN,,,,
10/27/2024,"10,00",ĐH4685560,KH-0359,P-164,3,5445000,16335000,10890000,NV145,CN DN,,,,
10/27/2024,"10,00",ĐH4082676,KH-0502,P-522,8,12030000,96240000,64160000,NV006,CN DN,,,,
10/27/2024,"10,00",ĐH7587111,KH-0264,P-265,4,33315000,133260000,88840000,NV170,CN DN,,,,
10/27/2024,"10,00",ĐH3776136,KH-0196,P-029,5,5385000,26925000,17950000,NV008,CN DN,,,,
10/27/2024,"10,00",ĐH1880843,KH-0320,P-236,8,2250000,18000000,12000000,NV051,CN DN,,,,
10/27/2024,"10,00",ĐH5540332,KH-0668,P-483,2,2145000,4290000,2860000,NV243,CN DN,,,,
10/27/2024,"10,00",ĐH2123347,KH-0579,P-043,5,17925000,89625000,59750000,NV075,CN DN,,,,
10/27/2024,"10,00",ĐH5593613,KH-0526,P-160,7,288150000,2017050000,1344700000,NV172,CN DN,,,,
10/27/2024,"10,00",ĐH4786387,KH-0308,P-375,4,8460000,33840000,22560000,NV148,CN DN,,,,
10/27/2024,"10,00",ĐH3379463,KH-0718,P-471,6,1845000,11070000,7380000,NV200,CN DN,,,,
10/27/2024,"10,00",ĐH4050430,KH-0403,P-217,8,3420000,27360000,18240000,NV117,CN DN,,,,
10/27/2024,"10,00",ĐH1197827,KH-0425,P-055,9,2010000,18090000,12060000,NV246,CN DN,,,,
10/28/2024,"10,00",ĐH5010031,KH-0648,P-248,3,705000,2115000,1410000,NV028,CN DN,,,,
10/28/2024,"10,00",ĐH1651132,KH-0198,P-065,9,8130000,73170000,48780000,NV141,CN DN,,,,
10/28/2024,"10,00",ĐH2253163,KH-0767,P-197,1,38850000,38850000,25900000,NV154,CN DN,,,,
10/28/2024,"10,00",ĐH2842894,KH-0105,P-172,6,7755000,46530000,31020000,NV072,CN DN,,,,
10/28/2024,"10,00",ĐH8737849,KH-0780,P-077,5,2430000,12150000,8100000,NV197,CN DN,,,,
10/28/2024,"10,00",ĐH3930146,KH-0039,P-043,3,17925000,53775000,35850000,NV154,CN DN,,,,
10/28/2024,"10,00",ĐH4846836,KH-0344,P-459,1,126675000,126675000,84450000,NV052,CN DN,,,,
10/28/2024,"10,00",ĐH1219423,KH-0272,P-448,5,21060000,105300000,70200000,NV158,CN DN,,,,
10/28/2024,"10,00",ĐH2024203,KH-0427,P-566,1,7335000,7335000,4890000,NV184,CN DN,,,,
10/28/2024,"10,00",ĐH3776733,KH-0174,P-215,7,615000,4305000,2870000,NV103,CN DN,,,,
10/28/2024,"10,00",ĐH1403037,KH-0736,P-435,2,14580000,29160000,19440000,NV168,CN DN,,,,
10/29/2024,"10,00",ĐH4123143,KH-0304,P-004,8,12360000,98880000,65920000,NV141,CN DN,,,,
10/29/2024,"10,00",ĐH3039045,KH-0572,P-503,1,38550000,38550000,25700000,NV149,CN DN,,,,
10/29/2024,"10,00",ĐH8704494,KH-0014,P-143,4,20550000,82200000,54800000,NV009,CN DN,,,,
10/29/2024,"10,00",ĐH1144302,KH-0224,P-186,1,4440000,4440000,2960000,NV019,CN DN,,,,
10/29/2024,"10,00",ĐH6389940,KH-0012,P-495,5,270000,1350000,900000,NV121,CN DN,,,,
10/29/2024,"10,00",ĐH2912503,KH-0085,P-664,2,1440000,2880000,1920000,NV181,CN DN,,,,
10/29/2024,"10,00",ĐH2720476,KH-0328,P-724,2,675000,1350000,900000,NV126,CN DN,,,,
10/29/2024,"10,00",ĐH3547108,KH-0336,P-617,4,4110000,16440000,10960000,NV208,CN DN,,,,
10/29/2024,"10,00",ĐH4092999,KH-0708,P-729,8,9885000,79080000,52720000,NV094,CN DN,,,,
10/29/2024,"10,00",ĐH5297828,KH-0568,P-247,1,14820000,14820000,9880000,NV044,CN DN,,,,
10/29/2024,"10,00",ĐH1825892,KH-0725,P-096,6,1770000,10620000,7080000,NV207,CN DN,,,,
10/29/2024,"10,00",ĐH7720872,KH-0296,P-562,6,735000,4410000,2940000,NV147,CN DN,,,,
10/29/2024,"10,00",ĐH1543645,KH-0664,P-019,1,3015000,3015000,2010000,NV230,CN DN,,,,
10/29/2024,"10,00",ĐH2901592,KH-0005,P-036,8,3570000,28560000,19040000,NV077,CN DN,,,,
10/29/2024,"10,00",ĐH7575113,KH-0165,P-153,6,240405000,1442430000,961620000,NV058,CN DN,,,,
10/30/2024,"10,00",ĐH8583198,KH-0714,P-331,9,76515000,688635000,459090000,NV183,CN DN,,,,
10/30/2024,"10,00",ĐH7160951,KH-0279,P-578,9,11925000,107325000,71550000,NV074,CN DN,,,,
10/30/2024,"10,00",ĐH2965712,KH-0473,P-125,9,6660000,59940000,39960000,NV105,CN DN,,,,
10/30/2024,"10,00",ĐH3166025,KH-0628,P-642,3,420000,1260000,840000,NV015,CN DN,,,,
10/30/2024,"10,00",ĐH8516488,KH-0382,P-375,8,8460000,67680000,45120000,NV110,CN DN,,,,
10/30/2024,"10,00",ĐH4289414,KH-0442,P-680,6,4920000,29520000,19680000,NV131,CN DN,,,,
10/30/2024,"10,00",ĐH7535398,KH-0299,P-799,7,105000,735000,490000,NV098,CN DN,,,,
10/31/2024,"10,00",ĐH4420254,KH-0236,P-381,2,1965000,3930000,2620000,NV213,CN DN,,,,
10/31/2024,"10,00",ĐH4840588,KH-0139,P-271,4,3915000,15660000,10440000,NV243,CN DN,,,,
10/31/2024,"10,00",ĐH9294809,KH-0559,P-753,4,450000,1800000,1200000,NV054,CN DN,,,,
10/31/2024,"10,00",ĐH1595733,KH-0637,P-703,1,1020000,1020000,680000,NV240,CN DN,,,,
10/31/2024,"10,00",ĐH7252374,KH-0603,P-637,3,105000,315000,210000,NV241,CN DN,,,,
11/1/2024,"11,00",ĐH9786582,KH-0538,P-224,3,1335000,4005000,2670000,NV135,CN DN,,,,
11/1/2024,"11,00",ĐH8274530,KH-0018,P-405,1,15915000,15915000,10610000,NV172,CN DN,,,,
11/1/2024,"11,00",ĐH7384344,KH-0701,P-706,7,7440000,52080000,34720000,NV123,CN DN,,,,
11/1/2024,"11,00",ĐH1160884,KH-0549,P-764,7,1875000,13125000,8750000,NV222,CN DN,,,,
11/1/2024,"11,00",ĐH6547888,KH-0410,P-700,1,3600000,3600000,2400000,NV095,CN DN,,,,
11/1/2024,"11,00",ĐH7576427,KH-0466,P-267,5,2640000,13200000,8800000,NV224,CN DN,,,,
11/1/2024,"11,00",ĐH1833418,KH-0753,P-266,4,1575000,6300000,4200000,NV136,CN DN,,,,
11/1/2024,"11,00",ĐH1179141,KH-0475,P-237,2,195000,390000,260000,NV069,CN DN,,,,
11/1/2024,"11,00",ĐH2759583,KH-0767,P-464,7,945000,6615000,4410000,NV104,CN DN,,,,
11/1/2024,"11,00",ĐH7515005,KH-0704,P-393,7,19275000,134925000,89950000,NV120,CN DN,,,,
11/2/2024,"11,00",ĐH6869518,KH-0772,P-481,1,8955000,8955000,5970000,NV146,CN DN,,,,
11/2/2024,"11,00",ĐH5818033,KH-0250,P-743,5,270000,1350000,900000,NV167,CN DN,,,,
11/2/2024,"11,00",ĐH4476664,KH-0659,P-038,4,5490000,21960000,14640000,NV020,CN DN,,,,
11/2/2024,"11,00",ĐH3719546,KH-0320,P-070,8,4920000,39360000,26240000,NV055,CN DN,,,,
11/2/2024,"11,00",ĐH9506397,KH-0201,P-429,10,29865000,298650000,199100000,NV008,CN DN,,,,
11/2/2024,"11,00",ĐH8601668,KH-0490,P-013,5,3105000,15525000,10350000,NV147,CN DN,,,,
11/3/2024,"11,00",ĐH6867539,KH-0652,P-772,7,1920000,13440000,8960000,NV226,CN DN,,,,
11/3/2024,"11,00",ĐH3916578,KH-0525,P-734,9,13650000,122850000,81900000,NV143,CN DN,,,,
11/3/2024,"11,00",ĐH7376726,KH-0583,P-565,5,915000,4575000,3050000,NV239,CN DN,,,,
11/3/2024,"11,00",ĐH1833653,KH-0331,P-035,3,92925000,278775000,185850000,NV043,CN DN,,,,
11/3/2024,"11,00",ĐH4383457,KH-0707,P-736,2,345000,690000,460000,NV237,CN DN,,,,
11/3/2024,"11,00",ĐH4847257,KH-0078,P-199,2,510000,1020000,680000,NV207,CN DN,,,,
11/3/2024,"11,00",ĐH4061385,KH-0484,P-656,1,3315000,3315000,2210000,NV130,CN DN,,,,
11/3/2024,"11,00",ĐH8623711,KH-0430,P-578,4,11925000,47700000,31800000,NV005,CN DN,,,,
11/3/2024,"11,00",ĐH7509003,KH-0349,P-001,6,26925000,161550000,107700000,NV098,CN DN,,,,
11/4/2024,"11,00",ĐH3126637,KH-0752,P-407,10,16005000,160050000,106700000,NV146,CN DN,,,,
11/4/2024,"11,00",ĐH5266840,KH-0439,P-224,2,1335000,2670000,1780000,NV210,CN DN,,,,
11/4/2024,"11,00",ĐH3275099,KH-0728,P-370,3,22530000,67590000,45060000,NV102,CN DN,,,,
11/4/2024,"11,00",ĐH3134719,KH-0443,P-769,8,345000,2760000,1840000,NV055,CN DN,,,,
11/4/2024,"11,00",ĐH1104338,KH-0664,P-427,7,106755000,747285000,498190000,NV033,CN DN,,,,
11/4/2024,"11,00",ĐH2219041,KH-0373,P-455,5,2385000,11925000,7950000,NV224,CN DN,,,,
11/4/2024,"11,00",ĐH6019975,KH-0585,P-661,7,330000,2310000,1540000,NV140,CN DN,,,,
11/4/2024,"11,00",ĐH6615330,KH-0493,P-313,2,42210000,84420000,56280000,NV039,CN DN,,,,
11/4/2024,"11,00",ĐH5686213,KH-0275,P-178,2,47445000,94890000,63260000,NV066,CN DN,,,,
11/4/2024,"11,00",ĐH6775446,KH-0087,P-053,5,6315000,31575000,21050000,NV071,CN DN,,,,
11/5/2024,"11,00",ĐH5885351,KH-0308,P-783,4,11445000,45780000,30520000,NV109,CN DN,,,,
11/5/2024,"11,00",ĐH3827423,KH-0381,P-006,6,6870000,41220000,27480000,NV240,CN DN,,,,
11/5/2024,"11,00",ĐH1510311,KH-0343,P-068,9,1935000,17415000,11610000,NV036,CN DN,,,,
11/5/2024,"11,00",ĐH6865314,KH-0501,P-744,2,5355000,10710000,7140000,NV017,CN DN,,,,
11/5/2024,"11,00",ĐH1815165,KH-0494,P-620,10,10380000,103800000,69200000,NV040,CN DN,,,,
11/5/2024,"11,00",ĐH6950421,KH-0758,P-501,4,10935000,43740000,29160000,NV233,CN DN,,,,
11/5/2024,"11,00",ĐH1652177,KH-0530,P-291,9,1230000,11070000,7380000,NV228,CN DN,,,,
11/5/2024,"11,00",ĐH6534783,KH-0285,P-613,1,2775000,2775000,1850000,NV239,CN DN,,,,
11/5/2024,"11,00",ĐH1618692,KH-0473,P-113,2,67380000,134760000,89840000,NV192,CN DN,,,,
11/5/2024,"11,00",ĐH9042892,KH-0378,P-296,5,240000,1200000,800000,NV196,CN DN,,,,
11/5/2024,"11,00",ĐH7993448,KH-0772,P-120,3,5955000,17865000,11910000,NV044,CN DN,,,,
11/5/2024,"11,00",ĐH7473018,KH-0699,P-793,3,9390000,28170000,18780000,NV117,CN DN,,,,
11/6/2024,"11,00",ĐH7599408,KH-0713,P-571,8,20250000,162000000,108000000,NV151,CN DN,,,,
11/6/2024,"11,00",ĐH8378022,KH-0010,P-499,3,1155000,3465000,2310000,NV036,CN DN,,,,
11/6/2024,"11,00",ĐH3114639,KH-0306,P-412,4,44175000,176700000,117800000,NV178,CN DN,,,,
11/6/2024,"11,00",ĐH4802536,KH-0227,P-574,7,270000,1890000,1260000,NV159,CN DN,,,,
11/6/2024,"11,00",ĐH9483579,KH-0068,P-074,3,2565000,7695000,5130000,NV072,CN DN,,,,
11/6/2024,"11,00",ĐH2923088,KH-0581,P-058,9,16410000,147690000,98460000,NV028,CN DN,,,,
11/6/2024,"11,00",ĐH3718252,KH-0246,P-514,9,73545000,661905000,441270000,NV019,CN DN,,,,
11/6/2024,"11,00",ĐH1392838,KH-0215,P-684,6,375000,2250000,1500000,NV065,CN DN,,,,
11/7/2024,"11,00",ĐH6236240,KH-0405,P-688,2,450000,900000,600000,NV090,CN DN,,,,
11/7/2024,"11,00",ĐH7304376,KH-0662,P-028,6,3090000,18540000,12360000,NV189,CN DN,,,,
11/7/2024,"11,00",ĐH5238435,KH-0514,P-533,8,7665000,61320000,40880000,NV234,CN DN,,,,
11/7/2024,"11,00",ĐH9547570,KH-0758,P-495,10,270000,2700000,1800000,NV035,CN DN,,,,
11/7/2024,"11,00",ĐH9714741,KH-0474,P-041,5,4440000,22200000,14800000,NV197,CN DN,,,,
11/7/2024,"11,00",ĐH1090415,KH-0375,P-754,2,435000,870000,580000,NV236,CN DN,,,,
11/8/2024,"11,00",ĐH8865311,KH-0642,P-348,9,58995000,530955000,353970000,NV055,CN DN,,,,
11/8/2024,"11,00",ĐH8700199,KH-0509,P-668,3,2175000,6525000,4350000,NV211,CN DN,,,,
11/8/2024,"11,00",ĐH2942440,KH-0435,P-796,1,7335000,7335000,4890000,NV088,CN DN,,,,
11/8/2024,"11,00",ĐH8044074,KH-0398,P-271,4,3915000,15660000,10440000,NV234,CN DN,,,,
11/8/2024,"11,00",ĐH5130062,KH-0734,P-501,5,10935000,54675000,36450000,NV161,CN DN,,,,
11/8/2024,"11,00",ĐH2367276,KH-0148,P-097,6,3480000,20880000,13920000,NV215,CN DN,,,,
11/8/2024,"11,00",ĐH9513625,KH-0597,P-644,5,12600000,63000000,42000000,NV187,CN DN,,,,
11/8/2024,"11,00",ĐH7005590,KH-0440,P-071,7,795000,5565000,3710000,NV073,CN DN,,,,
11/8/2024,"11,00",ĐH8756006,KH-0754,P-195,10,21810000,218100000,145400000,NV021,CN DN,,,,
11/9/2024,"11,00",ĐH4759602,KH-0599,P-225,5,2415000,12075000,8050000,NV082,CN DN,,,,
11/9/2024,"11,00",ĐH6665681,KH-0162,P-775,2,225000,450000,300000,NV008,CN DN,,,,
11/9/2024,"11,00",ĐH6181749,KH-0396,P-666,6,2070000,12420000,8280000,NV151,CN DN,,,,
11/9/2024,"11,00",ĐH6075214,KH-0280,P-336,4,8685000,34740000,23160000,NV124,CN DN,,,,
11/9/2024,"11,00",ĐH7480776,KH-0172,P-206,9,780000,7020000,4680000,NV087,CN DN,,,,
11/9/2024,"11,00",ĐH4452219,KH-0089,P-766,7,810000,5670000,3780000,NV229,CN DN,,,,
11/9/2024,"11,00",ĐH6426264,KH-0271,P-637,2,105000,210000,140000,NV155,CN DN,,,,
11/9/2024,"11,00",ĐH2580331,KH-0690,P-116,9,18735000,168615000,112410000,NV125,CN DN,,,,
11/9/2024,"11,00",ĐH1666482,KH-0604,P-355,4,67860000,271440000,180960000,NV208,CN DN,,,,
11/9/2024,"11,00",ĐH5686931,KH-0492,P-437,7,38415000,268905000,179270000,NV146,CN DN,,,,
11/9/2024,"11,00",ĐH8767021,KH-0628,P-504,9,2490000,22410000,14940000,NV244,CN DN,,,,
11/9/2024,"11,00",ĐH1412225,KH-0033,P-199,8,510000,4080000,2720000,NV107,CN DN,,,,
11/9/2024,"11,00",ĐH6728804,KH-0547,P-631,4,5580000,22320000,14880000,NV155,CN DN,,,,
11/9/2024,"11,00",ĐH5603630,KH-0641,P-243,7,5505000,38535000,25690000,NV056,CN DN,,,,
11/9/2024,"11,00",ĐH2168389,KH-0153,P-661,9,330000,2970000,1980000,NV224,CN DN,,,,
11/10/2024,"11,00",ĐH3311448,KH-0464,P-569,4,510000,2040000,1360000,NV105,CN DN,,,,
11/10/2024,"11,00",ĐH2262832,KH-0365,P-641,9,1395000,12555000,8370000,NV083,CN DN,,,,
11/10/2024,"11,00",ĐH1327111,KH-0626,P-021,8,17700000,141600000,94400000,NV008,CN DN,,,,
11/10/2024,"11,00",ĐH9395298,KH-0142,P-664,1,1440000,1440000,960000,NV012,CN DN,,,,
11/10/2024,"11,00",ĐH3583564,KH-0713,P-723,2,2355000,4710000,3140000,NV167,CN DN,,,,
11/10/2024,"11,00",ĐH2796397,KH-0246,P-713,1,240000,240000,160000,NV233,CN DN,,,,
11/10/2024,"11,00",ĐH3007536,KH-0102,P-104,1,150000,150000,100000,NV189,CN DN,,,,
11/10/2024,"11,00",ĐH8280808,KH-0001,P-713,2,240000,480000,320000,NV215,CN DN,,,,
11/10/2024,"11,00",ĐH1178751,KH-0202,P-429,5,29865000,149325000,99550000,NV053,CN DN,,,,
11/11/2024,"11,00",ĐH6600421,KH-0373,P-067,9,690000,6210000,4140000,NV035,CN DN,,,,
11/11/2024,"11,00",ĐH9205536,KH-0479,P-285,6,2580000,15480000,10320000,NV216,CN DN,,,,
11/11/2024,"11,00",ĐH4323324,KH-0308,P-279,10,35580000,355800000,237200000,NV085,CN DN,,,,
11/11/2024,"11,00",ĐH8587380,KH-0699,P-052,2,240000,480000,320000,NV249,CN DN,,,,
11/11/2024,"11,00",ĐH6886427,KH-0662,P-734,10,13650000,136500000,91000000,NV003,CN DN,,,,
11/12/2024,"11,00",ĐH2146847,KH-0688,P-614,9,14940000,134460000,89640000,NV092,CN DN,,,,
11/12/2024,"11,00",ĐH6107703,KH-0385,P-044,5,4170000,20850000,13900000,NV150,CN DN,,,,
11/12/2024,"11,00",ĐH6197090,KH-0094,P-541,3,21180000,63540000,42360000,NV092,CN DN,,,,
11/12/2024,"11,00",ĐH6376057,KH-0296,P-559,1,11265000,11265000,7510000,NV110,CN DN,,,,
11/12/2024,"11,00",ĐH4414036,KH-0561,P-029,4,5385000,21540000,14360000,NV222,CN DN,,,,
11/12/2024,"11,00",ĐH3956721,KH-0249,P-307,9,27210000,244890000,163260000,NV097,CN DN,,,,
11/12/2024,"11,00",ĐH7775139,KH-0652,P-328,4,240000,960000,640000,NV158,CN DN,,,,
11/12/2024,"11,00",ĐH9014780,KH-0316,P-375,9,8460000,76140000,50760000,NV023,CN DN,,,,
11/12/2024,"11,00",ĐH1411886,KH-0366,P-624,4,6195000,24780000,16520000,NV196,CN DN,,,,
11/12/2024,"11,00",ĐH3201066,KH-0509,P-227,7,3060000,21420000,14280000,NV242,CN DN,,,,
11/13/2024,"11,00",ĐH3978939,KH-0527,P-055,2,2010000,4020000,2680000,NV045,CN DN,,,,
11/13/2024,"11,00",ĐH1713617,KH-0069,P-652,5,120000,600000,400000,NV172,CN DN,,,,
11/13/2024,"11,00",ĐH1982456,KH-0023,P-707,2,10890000,21780000,14520000,NV115,CN DN,,,,
11/13/2024,"11,00",ĐH7646327,KH-0460,P-273,9,5580000,50220000,33480000,NV072,CN DN,,,,
11/13/2024,"11,00",ĐH8370161,KH-0360,P-562,8,735000,5880000,3920000,NV231,CN DN,,,,
11/13/2024,"11,00",ĐH2397356,KH-0572,P-777,10,2550000,25500000,17000000,NV238,CN DN,,,,
11/13/2024,"11,00",ĐH7535500,KH-0540,P-055,10,2010000,20100000,13400000,NV053,CN DN,,,,
11/13/2024,"11,00",ĐH1559473,KH-0376,P-021,8,17700000,141600000,94400000,NV041,CN DN,,,,
